ledger_id,employee_id,plan_code,plan_name,period,opening_balance,accrued_days,taken_days,adjusted_days,closing_balance,max_entitlement,last_updated,updated_by,ledger_status
LDGXES54ICSW,EMP00040,CO-PLAN-06,Compensatory Off,2024-Q1,5.07,8.3,7.19,0.58,6.76,18,2023-09-24,EMP00019,Revised
LDG0SMW0S4VX,EMP00276,AL-PLAN-01,Annual Leave,2024-Q2,8.16,0.12,5.54,2.97,5.71,15,2023-05-04,EMP00004,Draft
LDGFKQHKCD3Y,,SL-PLAN-02,Sick Leave,2023-Q3,1.61,1.12,1.28,1.08,2.53,15,2024-01-14,EMP00032,Final
LDGYG60O0QYU,EMP00457,ML-PLAN-04,Maternity Leave,2023-Q1,11.94,1.66,2.45,2.31,13.46,25,2023-08-12,EMP00019,Final
LDGPF754EZDP,EMP00360,PL-PLAN-05,Paternity Leave,2024-Q3,7.95,3.04,3.81,2.16,9.34,20,2023-04-15,EMP00020,Final
LDGK8ZO1NHVU,EMP00021,SL-PLAN-02,Sick Leave,2023-Q4,24.03,-5.0,39.03,2.34,26.78,30,2024-12-21,EMP00005,Final
LDG019KW4LDZ,EMP00471,AL-PLAN-01,Annual Leave,2023-Q3,17.78,8.1,25.56,0.16,0.48,18,2025-05-12,EMP00044,Final
LDGXYNASA4NE,EMP00368,SL-PLAN-02,Sick Leave,2024-Q4,0.27,6.16,1.96,-0.43,4.04,20,2023-12-31,EMP00022,Final
LDGHTU827XK7,EMP00333,ML-PLAN-04,Maternity Leave,2024-Q4,24.02,3.65,2.44,-2.26,-23.97,18,2024-12-29,EMP00021,Final
LDGEIKO6EK63,EMP00470,CO-PLAN-06,Compensatory Off,2024-Q3,12.76,9.26,11.53,-1.98,8.51,20,2025-01-23,EMP00021,Revised
LDGB9BQ55L2O,EMP00425,AL-PLAN-01,Annual Leave,2024-Q3,22.64,3.6,24.62,-0.43,1.19,21,2024-11-06,EMP00013,Draft
LDG84I0Q8P1W,EMP00631,BL-PLAN-08,Bereavement Leave,2024-Q1,14.14,8.59,18.08,0.5,5.15,18,2023-03-10,EMP00042,Draft
LDGJVDUC49GC,EMP00450,BL-PLAN-08,Bereavement Leave,2023-Q4,7.91,5.91,1.08,-1.22,11.52,30,2023-07-28,EMP00019,Final
LDGURRDWOEP8,EMP00181,SL-PLAN-02,Sick Leave,2023-Q1,8.2,1.34,3.61,-0.05,5.88,25,2023-08-24,EMP00018,Final
LDG7RS2C5XUO,EMP00663,BL-PLAN-08,Bereavement Leave,2024-Q2,3.13,7.36,2.32,2.73,10.9,20,2025-04-16,EMP00038,Final
LDGQENI0LWFL,,BL-PLAN-08,Bereavement Leave,2023-Q4,20.78,5.03,22.58,-1.58,1.65,15,2024-10-21,EMP00001,Final
LDGHDEPUMSGE,EMP00721,UL-PLAN-07,Unpaid Leave,2025-Q1,23.78,9.28,13.44,2.91,22.53,15,2025-05-25,EMP00041,Final
LDG0APGT4BUD,EMP00310,CO-PLAN-06,Compensatory Off,2023-Q1,17.74,4.4,11.63,2.6,-14.11,20,2024-10-18,EMP00010,Final
LDGCURHI0QOB,EMP00156,AL-PLAN-01,Annual Leave,2024-Q3,0.51,0.5,0.03,-1.18,-0.2,21,2024-01-21,EMP00028,Draft
LDG6D0063LHU,EMP00161,BL-PLAN-08,Bereavement Leave,2024-Q4,3.07,1.05,1.95,-0.25,1.92,21,2025-01-06,EMP00015,Draft
LDGDQOE61INZ,EMP00399,CL-PLAN-03,Casual Leave,INVALID-PERIOD,3.78,4.52,1.49,-0.8,42.0,20,2025-01-25,EMP00047,Final
LDGPPZ7DHCK3,EMP00443,PL-PLAN-05,Paternity Leave,2023-Q3,13.73,7.94,7.33,2.14,16.48,15,2024-07-06,EMP00028,Final
LDGJK1PS6C21,EMP00624,BL-PLAN-08,Bereavement Leave,2023-Q1,10.64,-5.0,11.99,-1.06,3.35,15,2023-05-23,EMP00039,Final
LDGTWQ9XSLGK,EMP00148,CL-PLAN-03,Casual Leave,2023-Q2,11.6,8.04,11.29,2.93,11.28,18,2024-06-21,EMP00002,Revised
LDGISGL9PQH0,EMP00504,AL-PLAN-01,Annual Leave,2024-Q3,22.2,4.2,10.33,0.7,16.77,30,2023-02-14,EMP00048,Draft
LDG4Z9BSLHQL,EMP00099,SL-PLAN-02,Sick Leave,2023-Q3,21.44,5.74,5.84,-0.66,20.68,18,2023-01-14,EMP00045,Final
LDGTEPJUX2N9,EMP00554,ML-PLAN-04,Maternity Leave,2023-Q2,19.74,8.31,8.66,-1.01,-19.38,21,2023-06-26,EMP00044,Final
LDGYHQ9TDXZM,EMP00686,CL-PLAN-03,Casual Leave,2024-Q3,3.06,6.16,3.68,2.14,7.68,21,2023-12-14,EMP00037,Final
LDGDY5LFFXCW,,CO-PLAN-06,Compensatory Off,2025-Q1,17.54,5.72,1.67,-2.66,18.93,30,2024-08-17,EMP00012,Draft
LDGWTXN7ZEAT,EMP00068,PL-PLAN-05,Paternity Leave,2023-Q1,22.21,5.4,13.56,0.54,14.59,30,2023-03-01,EMP00036,Revised
LDGRL21CN9I1,EMP00758,SL-PLAN-02,Sick Leave,2024-Q1,0.75,4.78,4.68,-1.43,-0.58,21,2024-01-09,EMP00005,Draft
LDGYVHCZGLLT,EMP00476,BL-PLAN-08,Bereavement Leave,2023-Q4,4.6,2.43,4.72,-0.8,1.51,25,2024-05-28,EMP00036,Draft
LDGD4D76IM50,EMP00301,AL-PLAN-01,Annual Leave,2023-Q4,12.27,7.01,13.73,2.7,8.25,18,2024-11-24,EMP00043,Final
LDGAE92K39FB,EMP00727,UL-PLAN-07,Unpaid Leave,2024-Q1,20.9,3.6,20.81,2.03,5.72,15,2024-10-02,EMP00033,Revised
LDGR6I6S4DPZ,EMP00574,CO-PLAN-06,Compensatory Off,2024-Q4,12.5,9.76,18.84,1.75,5.17,20,2025-05-06,EMP00037,Final
LDG9HTAQC9WO,EMP00580,PL-PLAN-05,Paternity Leave,2024-Q3,,4.17,47.6,0.37,-28.84,15,2024-07-10,EMP00030,Draft
LDGIAF81JW6B,EMP00244,SL-PLAN-02,Sick Leave,2024-Q3,15.07,6.38,3.59,2.17,20.03,15,2025-02-07,EMP00039,Draft
LDGX4UHJUCXQ,EMP00118,CL-PLAN-03,Casual Leave,2024-Q1,17.1,1.12,15.69,-0.44,2.09,15,2025-06-28,EMP00027,Final
LDG0I7N19I02,EMP00514,ML-PLAN-04,Maternity Leave,2024-Q2,6.24,7.3,6.82,-1.47,5.25,21,2024-11-13,EMP00016,Final
LDGEYZJPTKPY,EMP00319,CO-PLAN-06,Compensatory Off,2023-Q2,3.67,-5.0,4.98,-1.61,2.94,18,2023-09-20,EMP00005,Draft
LDGCE0B8HZPZ,EMP00683,ML-PLAN-04,Maternity Leave,2023-Q2,7.58,4.65,6.25,1.18,7.16,20,2024-01-13,EMP00043,Revised
LDGZ7Y8MRDZ8,,CL-PLAN-03,Casual Leave,2024-Q3,1.51,7.91,3.19,-1.59,34.0,15,2023-03-07,EMP00030,Final
LDGJIIFD1PLX,EMP00028,ML-PLAN-04,Maternity Leave,2024-Q3,15.02,4.76,15.46,0.47,4.79,18,2023-07-19,EMP00024,Final
LDGJTC8VUZIQ,EMP00357,SL-PLAN-02,Sick Leave,2024-Q3,12.55,7.96,5.22,1.67,16.96,25,2023-04-26,EMP00011,Final
LDGZOYSKSEDB,EMP00189,CL-PLAN-03,Casual Leave,2023-Q2,16.17,1.16,10.65,2.83,-10.51,30,2023-03-29,EMP00034,Draft
LDG28VEEVX79,EMP00558,SL-PLAN-02,Sick Leave,INVALID-PERIOD,6.61,4.92,9.2,2.02,4.35,18,2023-10-19,EMP00002,Draft
LDG2X6OM1AHR,EMP00298,BL-PLAN-08,Bereavement Leave,2024-Q3,1.71,4.83,3.06,0.02,3.5,25,2024-12-13,EMP00017,Final
LDGYP0FFBV7R,EMP00201,CO-PLAN-06,Compensatory Off,2023-Q4,10.28,3.77,12.81,1.5,2.74,20,2024-12-11,EMP00014,Final
LDG4AVSARXDF,EMP00417,PL-PLAN-05,Paternity Leave,2024-Q3,10.88,9.19,13.22,0.47,7.32,20,2023-07-01,EMP00010,Final
LDGK4Y9OFHKE,EMP00204,CO-PLAN-06,Compensatory Off,2023-Q3,2.94,6.74,9.31,0.36,0.73,15,2023-09-21,EMP00020,Final
LDGMRP1ONCRJ,EMP00762,AL-PLAN-01,Annual Leave,2025-Q1,9.03,8.83,2.6,-1.27,13.99,20,2024-12-18,EMP00009,Final
LDGMDAR9KUHJ,EMP00584,AL-PLAN-01,Annual Leave,2023-Q2,22.08,6.24,11.77,-2.88,13.67,15,2023-01-28,EMP00031,Final
LDGBD32WHAK2,EMP00071,SL-PLAN-02,Sick Leave,2024-Q2,7.09,9.18,5.6,2.48,13.15,18,2024-01-06,EMP00037,Final
LDGHJSEK3NQQ,EMP00415,CL-PLAN-03,Casual Leave,2023-Q2,10.0,4.49,9.66,1.31,-7.14,15,2023-11-19,EMP00012,Final
LDGQYQE18MG8,,BL-PLAN-08,Bereavement Leave,2023-Q4,6.4,8.17,2.67,1.11,13.01,20,2024-09-29,EMP00010,Revised
LDG2IBLXDDB1,EMP00014,UL-PLAN-07,Unpaid Leave,2025-Q1,0.25,9.53,2.9,-1.95,4.93,21,2025-06-10,EMP00010,Final
LDGXPCQMLYO5,EMP00256,CO-PLAN-06,Compensatory Off,2024-Q3,9.58,-5.0,13.0,2.09,7.74,30,2023-04-08,EMP00011,Final
LDGC0AFADUS1,EMP00005,BL-PLAN-08,Bereavement Leave,2023-Q3,2.82,6.98,3.56,0.54,6.78,18,2025-03-28,EMP00038,Revised
LDGKP53B5RVS,EMP00748,BL-PLAN-08,Bereavement Leave,2024-Q3,5.79,9.14,12.97,-0.44,1.52,15,2023-09-13,EMP00031,Final
LDG57KAZJPB8,EMP00293,BL-PLAN-08,Bereavement Leave,2023-Q1,6.76,1.51,1.24,2.43,9.46,25,2024-10-05,EMP00007,Final
LDGP2EI4D9DL,EMP00708,BL-PLAN-08,Bereavement Leave,2024-Q1,22.13,6.9,10.74,-2.31,15.98,20,2024-02-17,EMP00042,Final
LDG49GRW4V8Y,EMP00277,BL-PLAN-08,Bereavement Leave,2023-Q4,8.47,2.61,2.74,-0.15,8.19,21,2024-09-21,EMP00046,Draft
LDGIK7P6R0MU,EMP00610,UL-PLAN-07,Unpaid Leave,2024-Q3,20.72,4.13,14.17,-2.84,42.0,18,2024-04-08,EMP00008,Final
LDGL8XEU3JU1,EMP00116,SL-PLAN-02,Sick Leave,2025-Q1,15.74,6.35,21.67,-0.57,-0.15,18,2023-08-30,EMP00037,Final
LDGRPCP51SZT,EMP00308,SL-PLAN-02,Sick Leave,2023-Q1,22.94,1.38,13.14,0.02,11.2,30,2023-05-22,EMP00019,Draft
LDGJD16X8583,EMP00324,CL-PLAN-03,Casual Leave,2025-Q1,21.62,1.36,42.980000000000004,0.83,7.73,21,2024-04-09,EMP00045,Final
LDGLP8QY0K4K,EMP00675,PL-PLAN-05,Paternity Leave,2024-Q2,7.47,8.63,3.91,-2.73,9.46,21,2023-11-11,EMP00046,Draft
LDGFHK18QLQH,,UL-PLAN-07,Unpaid Leave,2023-Q4,18.39,8.96,4.82,-0.68,21.85,20,2024-10-30,EMP00010,Final
LDGXJ5P0SRZU,EMP00753,CO-PLAN-06,Compensatory Off,2024-Q2,21.86,3.24,24.8,0.82,1.12,18,2025-03-20,EMP00001,Final
LDG39P83IE6Y,EMP00195,PL-PLAN-05,Paternity Leave,2023-Q3,13.38,2.87,8.24,-0.13,7.88,18,2025-04-13,EMP00003,Draft
LDGL8Z00HNI9,EMP00274,UL-PLAN-07,Unpaid Leave,INVALID-PERIOD,6.56,3.2,1.96,-1.34,6.46,25,2023-10-23,EMP00023,Revised
LDGZTASLO941,EMP00286,CL-PLAN-03,Casual Leave,2023-Q2,8.85,5.26,10.35,-1.5,-3.26,15,2024-07-06,EMP00006,Final
LDG0IUHVGSPZ,EMP00239,PL-PLAN-05,Paternity Leave,2025-Q1,1.09,3.38,0.06,-2.94,1.47,25,2023-09-07,EMP00007,Final
LDGJ81ZNBJHH,EMP00591,ML-PLAN-04,Maternity Leave,2023-Q3,17.43,-5.0,10.13,-2.34,14.24,18,2023-10-21,EMP00026,Final
LDGDNZ9X9VCN,EMP00467,BL-PLAN-08,Bereavement Leave,2023-Q4,17.85,6.99,2.19,0.45,23.1,25,2023-12-05,EMP00033,Final
LDG589JHQ60I,EMP00751,ML-PLAN-04,Maternity Leave,2023-Q4,7.79,7.24,7.27,-1.98,5.78,18,2023-05-09,EMP00021,Final
LDGTHU60JB71,EMP00684,AL-PLAN-01,Annual Leave,2023-Q1,16.77,1.96,14.3,0.28,4.71,20,2025-05-23,EMP00032,Final
LDG0F6THC67M,EMP00111,SL-PLAN-02,Sick Leave,2023-Q4,22.06,3.91,20.46,0.79,6.3,20,2024-11-05,EMP00034,Final
LDGFCRXCH6E9,EMP00287,UL-PLAN-07,Unpaid Leave,2024-Q2,1.66,5.44,2.18,-0.83,4.09,25,2025-05-10,EMP00006,Draft
LDG38OYETITV,EMP00258,SL-PLAN-02,Sick Leave,2024-Q3,5.59,3.28,8.13,0.95,1.69,20,2025-04-21,EMP00021,Draft
LDGFCCJE4Y0S,,UL-PLAN-07,Unpaid Leave,2024-Q3,,6.26,2.31,1.28,-30.78,15,2023-07-12,EMP00029,Final
LDG6WY71SUBT,EMP00353,CO-PLAN-06,Compensatory Off,2024-Q2,20.99,5.78,4.49,2.44,24.72,18,2025-05-21,EMP00017,Final
LDGHO8L6ZW8K,EMP00574,ML-PLAN-04,Maternity Leave,2025-Q1,15.23,1.92,8.63,2.68,11.2,25,2023-02-21,EMP00033,Draft
LDG5TIRW8O8V,EMP00394,BL-PLAN-08,Bereavement Leave,2024-Q1,3.81,8.06,4.25,1.27,47.0,21,2024-09-15,EMP00023,Final
LDGK8IFX7SAL,EMP00435,ML-PLAN-04,Maternity Leave,2023-Q4,5.03,8.25,1.14,1.04,13.18,30,2025-02-09,EMP00025,Final
LDGP01Y1U9LM,EMP00430,SL-PLAN-02,Sick Leave,2023-Q1,16.81,0.14,2.29,-1.16,13.5,21,2023-02-11,EMP00003,Revised
LDGYRE9B0PMR,EMP00225,CO-PLAN-06,Compensatory Off,2023-Q1,21.1,4.33,9.38,-0.55,15.5,25,2023-12-21,EMP00009,Draft
LDGZ0UHZJ1HL,EMP00644,BL-PLAN-08,Bereavement Leave,2024-Q4,15.65,5.14,5.93,1.84,16.7,20,2023-08-16,EMP00038,Final
LDGJ5AB0R6WU,EMP00339,CO-PLAN-06,Compensatory Off,2024-Q3,19.57,3.76,4.98,-2.32,16.03,15,2024-04-12,EMP00046,Final
LDG3LI3IKVOK,EMP00194,SL-PLAN-02,Sick Leave,2023-Q1,20.06,7.4,25.16,-0.13,-3.17,20,2024-12-25,EMP00038,Final
LDGB72W7IEDW,EMP00563,AL-PLAN-01,Annual Leave,2023-Q4,2.61,-5.0,7.2,-2.39,2.56,25,2025-05-02,EMP00039,Final
LDGI4NDUV16G,EMP00477,PL-PLAN-05,Paternity Leave,2024-Q2,11.37,7.21,5.77,2.52,15.33,15,2023-12-18,EMP00045,Draft
LDGBP3TXI9NW,EMP00089,PL-PLAN-05,Paternity Leave,2023-Q1,14.11,0.77,13.1,-0.29,1.49,21,2024-01-13,EMP00047,Final
LDGL4EXLOTT7,,ML-PLAN-04,Maternity Leave,2024-Q2,7.38,2.45,6.06,2.75,6.52,20,2023-01-05,EMP00050,Draft
LDGAFUX152SY,EMP00494,CL-PLAN-03,Casual Leave,2024-Q4,1.83,2.94,1.06,0.39,4.1,21,2024-02-01,EMP00041,Draft
LDGK6KHKTP90,EMP00697,AL-PLAN-01,Annual Leave,INVALID-PERIOD,23.92,8.77,52.69,1.38,22.04,30,2024-04-06,EMP00037,Draft
LDGBBR41XU0F,EMP00368,CO-PLAN-06,Compensatory Off,2023-Q3,6.77,1.98,4.84,-1.3,2.61,18,2023-04-09,EMP00010,Final
LDGN61X1EZO6,EMP00534,AL-PLAN-01,Annual Leave,2023-Q3,0.62,2.47,0.58,2.84,5.35,25,2025-04-12,EMP00022,Final
LDGJJP0M6REL,EMP00417,ML-PLAN-04,Maternity Leave,2024-Q2,9.21,3.98,0.64,-1.55,-12.0,30,2024-10-05,EMP00011,Draft
LDGKXHQWR8J6,EMP00577,CO-PLAN-06,Compensatory Off,2023-Q4,21.44,9.25,19.88,1.92,12.73,30,2025-02-06,EMP00016,Final
LDGFUGXY18CL,EMP00632,AL-PLAN-01,Annual Leave,2023-Q3,20.42,2.25,7.19,-1.7,13.78,25,2024-06-13,EMP00043,Draft
LDG0S6ID3Z8E,EMP00436,AL-PLAN-01,Annual Leave,2024-Q4,6.05,8.62,7.42,1.74,8.99,21,2025-04-30,EMP00034,Final
LDGVCLO0LPHR,EMP00032,BL-PLAN-08,Bereavement Leave,2024-Q4,17.1,0.19,12.81,2.34,6.82,30,2023-10-30,EMP00006,Final
LDG9EEBSGMFV,EMP00089,PL-PLAN-05,Paternity Leave,2024-Q2,5.77,2.81,5.47,-1.2,1.91,21,2025-05-05,EMP00015,Final
LDGIEDAY2ABP,EMP00479,SL-PLAN-02,Sick Leave,2024-Q2,20.2,6.16,18.2,1.53,47.0,20,2024-03-04,EMP00047,Final
LDGXJP8D052D,EMP00009,ML-PLAN-04,Maternity Leave,2023-Q1,7.42,8.88,2.83,-1.7,11.77,25,2023-03-29,EMP00033,Revised
LDGB6HSI416A,,UL-PLAN-07,Unpaid Leave,2024-Q1,19.32,7.7,15.43,-0.84,10.75,21,2024-08-23,EMP00026,Final
LDGZZKR77NE6,EMP00081,CL-PLAN-03,Casual Leave,2024-Q1,15.06,-5.0,7.44,-2.52,-9.31,21,2023-12-14,EMP00014,Final
LDG2ECF6799N,EMP00084,AL-PLAN-01,Annual Leave,2023-Q1,17.52,8.35,24.79,-0.33,0.75,25,2023-06-27,EMP00041,Final
LDGVZP1II66O,EMP00094,AL-PLAN-01,Annual Leave,2024-Q1,3.05,7.36,2.55,-0.8,7.06,15,2023-10-07,EMP00030,Final
LDGHFDE5LT7G,EMP00078,CL-PLAN-03,Casual Leave,2024-Q1,20.5,7.1,17.75,-0.24,9.61,21,2023-03-26,EMP00049,Final
LDGVXMHE3IO5,EMP00415,AL-PLAN-01,Annual Leave,2023-Q4,18.85,2.75,1.96,-1.29,18.35,18,2024-09-20,EMP00016,Final
LDG3OMKSYR3R,EMP00616,SL-PLAN-02,Sick Leave,2023-Q4,0.63,7.33,6.9,-0.24,0.82,15,2025-05-13,EMP00010,Revised
LDGXFYVF3J8R,EMP00303,ML-PLAN-04,Maternity Leave,2024-Q2,17.28,5.62,0.3,0.93,23.53,25,2023-10-02,EMP00023,Final
LDGSC5PNESXD,EMP00457,UL-PLAN-07,Unpaid Leave,2023-Q3,17.03,6.1,0.74,2.61,25.0,18,2024-02-14,EMP00004,Final
LDGQS72KFU4O,EMP00681,CO-PLAN-06,Compensatory Off,2024-Q2,6.42,8.92,7.09,-1.58,6.67,15,2023-08-06,EMP00050,Revised
LDGMG4QH5DCX,EMP00032,BL-PLAN-08,Bereavement Leave,2023-Q2,13.17,2.12,11.4,2.56,-7.45,30,2023-09-18,EMP00042,Final
LDGBIGGGADJZ,EMP00744,CL-PLAN-03,Casual Leave,2024-Q1,23.08,7.36,14.4,1.5,17.54,15,2023-04-20,EMP00018,Final
LDGNRUB79B5F,EMP00756,CO-PLAN-06,Compensatory Off,2023-Q1,17.65,6.08,0.16,-2.63,20.94,20,2024-10-27,EMP00012,Revised
LDG0SBFEJJ8W,,SL-PLAN-02,Sick Leave,2023-Q3,10.16,2.03,2.42,0.33,10.1,15,2023-10-18,EMP00002,Revised
LDGZLMQUDWSQ,EMP00404,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,16.06,8.24,12.42,2.66,14.54,18,2023-02-06,EMP00023,Final
LDGZ1EJ2B9JJ,EMP00619,BL-PLAN-08,Bereavement Leave,2025-Q1,16.94,1.23,15.47,2.85,5.55,30,2024-01-23,EMP00049,Revised
LDGKZDZMQI0N,EMP00758,CL-PLAN-03,Casual Leave,2023-Q1,11.11,1.75,6.43,2.63,9.06,20,2024-05-12,EMP00015,Draft
LDGK7ESM5Y8T,EMP00714,SL-PLAN-02,Sick Leave,2024-Q3,2.53,3.61,0.23,-1.46,4.45,30,2024-05-17,EMP00020,Final
LDGH8PCH3OZQ,EMP00323,CL-PLAN-03,Casual Leave,2025-Q1,21.45,-5.0,22.5,1.37,9.31,15,2025-05-05,EMP00013,Draft
LDGRG6ROGT8U,EMP00469,BL-PLAN-08,Bereavement Leave,2024-Q3,,6.5,30.48,-1.02,32.0,18,2023-07-08,EMP00004,Revised
LDGL68RVMDX9,EMP00557,AL-PLAN-01,Annual Leave,2024-Q3,9.06,0.44,6.18,-1.62,1.7,21,2024-08-12,EMP00005,Revised
LDGCX8KUJSUE,EMP00444,CL-PLAN-03,Casual Leave,2023-Q2,16.73,2.92,3.71,-0.64,15.3,15,2023-05-18,EMP00007,Draft
LDG6H9G44T3F,EMP00538,SL-PLAN-02,Sick Leave,2025-Q1,9.81,2.08,9.97,0.13,2.05,25,2023-03-21,EMP00041,Final
LDGCFV2TVTWP,EMP00170,UL-PLAN-07,Unpaid Leave,2023-Q4,21.12,6.46,1.65,-2.82,23.11,20,2023-05-28,EMP00044,Final
LDGZTT1BP3I0,EMP00487,PL-PLAN-05,Paternity Leave,2023-Q3,17.81,0.06,3.77,-1.09,13.01,20,2024-12-15,EMP00032,Revised
LDGSZECOBSYU,EMP00327,UL-PLAN-07,Unpaid Leave,2024-Q1,1.87,1.04,1.02,-2.29,-0.4,20,2023-04-01,EMP00028,Final
LDG9G53DH2LD,,CL-PLAN-03,Casual Leave,2023-Q2,8.29,1.92,8.69,-0.42,1.1,20,2024-12-11,EMP00008,Final
LDG025C375PW,EMP00246,AL-PLAN-01,Annual Leave,2024-Q3,4.38,7.7,10.63,1.53,2.98,21,2024-06-16,EMP00021,Draft
LDGIWITEVA6H,EMP00201,CL-PLAN-03,Casual Leave,2023-Q2,8.18,7.49,2.73,1.78,-15.72,20,2023-01-14,EMP00025,Revised
LDGPJXGJ80X8,EMP00710,PL-PLAN-05,Paternity Leave,2024-Q4,10.82,4.54,3.22,2.78,14.92,21,2024-06-07,EMP00029,Final
LDGPRC99BF9W,EMP00527,AL-PLAN-01,Annual Leave,2024-Q1,5.63,5.52,5.45,-2.85,2.85,25,2024-11-18,EMP00038,Final
LDGIQ0TOKDZM,EMP00266,AL-PLAN-01,Annual Leave,2024-Q2,5.42,9.53,12.37,0.14,2.72,21,2024-04-12,EMP00023,Final
LDGUXRTTOYHX,EMP00436,BL-PLAN-08,Bereavement Leave,2023-Q4,22.2,7.09,12.16,0.94,18.07,25,2023-06-22,EMP00011,Final
LDGULRM5R0MM,EMP00639,BL-PLAN-08,Bereavement Leave,2023-Q3,17.31,5.61,5.71,-0.64,16.57,21,2025-05-15,EMP00002,Draft
LDG7NCDX25FL,EMP00525,SL-PLAN-02,Sick Leave,2024-Q3,11.32,9.42,0.48,-2.72,17.54,18,2023-08-19,EMP00019,Final
LDG1S34Y5L25,EMP00279,ML-PLAN-04,Maternity Leave,2025-Q1,19.49,-5.0,15.16,1.47,6.77,21,2023-06-22,EMP00039,Final
LDG1MZDBUDUA,EMP00640,UL-PLAN-07,Unpaid Leave,2024-Q2,18.81,7.34,4.01,-2.67,19.47,21,2024-02-03,EMP00012,Final
LDGY78ZCT6U7,EMP00195,ML-PLAN-04,Maternity Leave,2023-Q2,13.24,9.38,13.7,2.36,-12.28,25,2024-02-26,EMP00017,Final
LDG8NMB7FCTT,EMP00319,UL-PLAN-07,Unpaid Leave,2023-Q2,2.21,9.44,2.43,-0.13,9.09,25,2023-09-26,EMP00050,Final
LDGRPXWEHL75,,CL-PLAN-03,Casual Leave,INVALID-PERIOD,24.03,6.81,8.06,-2.23,20.55,18,2025-03-20,EMP00016,Draft
LDG8XT12F2SM,EMP00369,CL-PLAN-03,Casual Leave,2024-Q2,0.51,1.44,1.43,2.91,44.0,25,2025-03-22,EMP00007,Final
LDGK76KDYI52,EMP00398,AL-PLAN-01,Annual Leave,2024-Q1,11.36,9.53,6.44,-0.61,13.84,18,2024-05-13,EMP00018,Revised
LDG6YBE6SGNA,EMP00415,UL-PLAN-07,Unpaid Leave,2023-Q3,21.04,5.0,11.73,2.25,16.56,21,2024-05-18,EMP00021,Revised
LDGKM1AG6HKL,EMP00506,CL-PLAN-03,Casual Leave,2025-Q1,20.81,2.75,14.09,2.45,11.92,25,2025-02-05,EMP00002,Revised
LDGAOCIHYGIZ,EMP00317,SL-PLAN-02,Sick Leave,2024-Q4,11.3,8.16,1.34,2.14,20.26,30,2023-06-28,EMP00013,Final
LDGG1LLBWOXU,EMP00672,AL-PLAN-01,Annual Leave,2023-Q2,7.66,9.65,6.62,-1.26,9.43,25,2024-11-20,EMP00027,Final
LDGC3E1O4SO4,EMP00583,BL-PLAN-08,Bereavement Leave,2023-Q3,10.41,6.04,16.16,-0.96,-1.67,15,2024-04-25,EMP00012,Final
LDGQ87ZH4SFJ,EMP00035,UL-PLAN-07,Unpaid Leave,2023-Q3,8.47,5.67,11.73,-1.82,0.59,18,2023-07-22,EMP00005,Final
LDGRFP3S87XN,EMP00133,AL-PLAN-01,Annual Leave,2024-Q2,21.36,2.53,22.58,2.26,3.57,25,2023-04-30,EMP00005,Final
LDGFB0YDK7ZG,EMP00699,PL-PLAN-05,Paternity Leave,2024-Q4,1.7,0.97,22.67,-1.3,0.69,20,2025-03-09,EMP00021,Final
LDGYRWMJY0WI,EMP00585,CL-PLAN-03,Casual Leave,2023-Q2,14.99,9.25,18.85,-2.66,2.73,25,2025-06-11,EMP00017,Revised
LDGM1RTDLZCB,EMP00398,CO-PLAN-06,Compensatory Off,2024-Q4,2.13,9.01,1.45,0.87,10.56,15,2023-06-01,EMP00039,Revised
LDGU54RYF1VJ,,UL-PLAN-07,Unpaid Leave,2024-Q3,9.46,-5.0,5.56,-1.13,3.61,18,2024-04-04,EMP00032,Revised
LDG2JIP2N4NH,EMP00399,UL-PLAN-07,Unpaid Leave,2024-Q4,3.51,7.51,10.7,-0.36,-0.04,30,2024-11-29,EMP00032,Final
LDGICVP4R4BG,EMP00388,PL-PLAN-05,Paternity Leave,2025-Q1,3.28,3.29,0.22,-2.03,4.32,30,2023-08-30,EMP00004,Draft
LDGSI6J5PTSJ,EMP00171,ML-PLAN-04,Maternity Leave,2023-Q4,0.22,1.48,1.6,1.79,-2.8899999999999997,30,2024-11-08,EMP00033,Draft
LDGEYAM4QZXN,EMP00060,BL-PLAN-08,Bereavement Leave,2023-Q3,20.63,7.44,5.58,0.06,22.55,18,2024-02-06,EMP00024,Revised
LDGO0YENUEQV,EMP00108,UL-PLAN-07,Unpaid Leave,2024-Q1,9.52,0.07,6.78,2.94,5.75,18,2024-03-22,EMP00042,Final
LDGA6H8E3ZYW,EMP00473,CO-PLAN-06,Compensatory Off,2024-Q2,11.86,5.83,1.55,-1.24,14.9,21,2023-11-08,EMP00045,Final
LDGSOQ7Q0NT9,EMP00623,CL-PLAN-03,Casual Leave,2024-Q1,18.1,2.06,9.73,-1.27,9.16,21,2023-03-04,EMP00036,Revised
LDG2QXGPHELS,EMP00516,BL-PLAN-08,Bereavement Leave,2024-Q3,9.51,3.24,11.07,-1.37,0.31,21,2025-05-28,EMP00050,Draft
LDGO40DNI0FP,EMP00091,CO-PLAN-06,Compensatory Off,2023-Q3,4.89,0.46,4.86,0.51,42.0,20,2023-05-10,EMP00025,Final
LDGX1B1JPR27,EMP00598,BL-PLAN-08,Bereavement Leave,2023-Q1,23.6,2.0,12.12,-2.16,11.32,18,2023-07-04,EMP00010,Draft
