enrollment_id,employee_id,plan_id,plan_name,plan_code,plan_category,accrual_frequency,effective_start,effective_end,enrolled_by,enrollment_date,enrollment_status,annual_entitlement,carryover_allowed,max_carryover_days
ENRE8RDXUD9,EMP00681,,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2021-06-05,2024-06-04,EMP00038,2035-01-01,Active,25,Yes,
ENRQU8YP1JV,EMP00681,,Annual Leave,AL-PLAN-01,Unpaid,Annual,2021-10-29,2024-10-28,EMP00036,2035-01-01,Terminated,30,Yes,15.0
ENROV32DXCS,EMP00681,,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2021-10-21,2023-10-21,EMP00036,2035-01-01,Inactive,18,Yes,10.0
ENRUMAZCK7A,EMP00682,PLN2534,Compensatory Off,CO-PLAN-06,Unpaid,One-Time,2022-01-01,2023-01-01,EMP00006,2022-01-01,Terminated,10,Yes,15.0
ENRXPMCSZVE,EMP00682,PLN2906,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2023-03-17,2025-03-16,EMP00029,2023-03-17,Pending,18,Yes,15.0
ENRJ0SOGT83,EMP00682,PLN1457,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-12-09,2024-12-08,EMP00021,2022-12-09,Terminated,30,Yes,0.0
ENRVBPMK2WA,EMP00683,PLN1466,Casual Leave,INVALID_PLAN_XXX,Paid,One-Time,2023-04-24,2024-04-23,EMP00017,2023-04-24,Inactive,25,Yes,5.0
ENRG9US38ON,EMP00683,PLN5773,Compensatory Off,INVALID_PLAN_XXX,Paid,Per-Incident,2021-09-27,2023-09-27,EMP00037,2021-09-27,Terminated,20,No,15.0
ENRUG4LNAIF,EMP00684,PLN1087,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2020-03-24,2022-03-24,EMP00019,2020-03-24,Inactive,18,No,15.0
ENRL0QVOV0Y,EMP00684,PLN4738,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2021-06-03,2022-06-03,EMP00045,2021-06-03,Terminated,20,Yes,5.0
ENRJ1E89ON4,EMP00685,PLN1651,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,NOT-A-DATE,2022-05-31,EMP00045,2022-06-30,Pending,21,Yes,15.0
ENRU0932GCV,EMP00685,PLN8124,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,NOT-A-DATE,2022-07-01,EMP00039,2022-07-31,Terminated,18,Yes,0.0
ENRT9QQPEY0,EMP00685,PLN1384,Bereavement Leave,BL-PLAN-08,Statutory,Per-Incident,NOT-A-DATE,2023-01-17,EMP00003,2023-02-16,Active,15,Yes,0.0
ENR37TV4ZWI,EMP00686,PLN3621,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2022-04-01,2024-03-31,EMP00047,2022-04-01,Inactive,12,Yes,
ENRSYE29SHE,EMP00686,PLN8831,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2023-07-30,2026-07-29,EMP00025,2023-07-30,Active,18,Yes,15.0
ENRRF10R3MD,EMP00686,PLN7941,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2022-10-27,2023-10-27,EMP00026,2022-10-27,Terminated,15,Yes,10.0
ENR0BV6EGP8,EMP00686,PLN1047,Casual Leave,CL-PLAN-03,Paid,Monthly,2021-09-28,2024-09-27,EMP00020,2021-09-28,Active,25,Yes,
ENR0EUKHYK2,EMP00687,PLN9912,Sick Leave,SL-PLAN-02,Paid,Monthly,2023-07-25,2026-07-24,EMP00028,2023-07-25,Pending,10,No,0.0
ENRFAN6SGMA,EMP00687,PLN8911,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2021-07-10,2024-07-09,EMP00037,2021-07-10,Inactive,30,Yes,0.0
ENRYTU2WU7W,EMP00687,PLN4328,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2023-05-03,2025-05-02,EMP00018,2023-05-03,Pending,10,Yes,5.0
ENRMFGNHC48,EMP00687,PLN8850,Casual Leave,CL-PLAN-03,Paid,One-Time,2022-10-14,2023-10-14,EMP00047,2022-10-14,Inactive,25,Yes,10.0
ENR0GGO60NA,EMP00688,PLN6828,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2020-11-29,2021-11-29,EMP00033,2020-11-29,Inactive,21,Yes,
ENRJO4L3T3R,EMP00688,PLN3285,Sick Leave,SL-PLAN-02,Statutory,Monthly,2021-10-09,2024-10-08,EMP00002,2021-10-09,Terminated,10,No,15.0
ENREKSSS8WP,EMP00688,PLN3236,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2020-04-27,2022-04-27,EMP00014,2020-04-27,Terminated,25,Yes,5.0
ENRWNJED8YR,EMP00689,,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,2022-08-30,2025-08-29,EMP00044,2022-08-30,Inactive,21,No,10.0
ENR3WLY60JS,EMP00689,,Casual Leave,CL-PLAN-03,Paid,One-Time,2023-07-30,2024-07-29,EMP00014,2023-07-30,Terminated,10,No,0.0
ENRO7E1THFN,EMP00689,,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2020-05-02,2021-05-02,EMP00036,2020-05-02,Inactive,18,Yes,10.0
ENRCFA5O1UC,EMP00690,PLN6360,Annual Leave,AL-PLAN-01,Paid,Per-Incident,2020-06-30,2023-06-30,EMP00001,2020-06-30,Inactive,18,Yes,15.0
ENRQBS0UZGA,EMP00690,PLN1864,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2021-08-04,2023-08-04,EMP00010,2021-08-04,Inactive,10,Yes,
ENRXKU21S30,EMP00690,PLN8363,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2020-08-30,2022-08-30,EMP00019,2020-08-30,Active,18,Yes,5.0
ENRDOF0XRM7,EMP00691,PLN7776,Compensatory Off,CO-PLAN-06,Statutory,Annual,2020-06-28,2022-06-28,EMP00030,2020-06-28,Pending,-5,No,10.0
ENR93JGRISO,EMP00691,PLN6285,Sick Leave,SL-PLAN-02,Statutory,One-Time,2022-08-08,2024-08-07,EMP00015,2022-08-08,Terminated,-5,Yes,0.0
ENRVTOITVL5,EMP00692,PLN1075,Maternity Leave,ML-PLAN-04,Paid,Annual,2020-05-11,2023-05-11,EMP00041,2020-05-11,Active,30,No,
ENREOKUHMIX,EMP00692,PLN3805,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2023-10-27,2024-10-26,EMP00016,2023-10-27,Inactive,30,No,
ENRKKUMM1SP,EMP00692,PLN5715,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2022-09-30,2023-09-30,EMP00042,2022-09-30,Terminated,20,Yes,
ENRR825T1XQ,EMP00692,PLN6589,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2021-01-06,2024-01-06,EMP00036,2021-01-06,Active,30,Yes,15.0
ENRSLRQPZGN,EMP00693,PLN3876,Bereavement Leave,BL-PLAN-08,Statutory,Per-Incident,2021-08-30,2024-08-29,EMP00040,2021-08-30,Terminated,15,Yes,
ENRD7NVJ0S8,EMP00693,PLN2662,Annual Leave,AL-PLAN-01,Statutory,Monthly,2021-04-29,2023-04-29,EMP00011,2021-04-29,Active,18,No,10.0
ENRE6AH8MGZ,EMP00694,PLN6990,Sick Leave,SL-PLAN-02,Paid,Annual,2022-06-18,2025-06-17,EMP00004,2022-06-18,Terminated,20,No,10.0
ENRYV4ZZW9H,EMP00694,PLN6512,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2023-01-20,2025-01-19,EMP00023,2023-01-20,Active,12,Yes,10.0
ENRB62DH1V0,EMP00695,PLN8734,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2023-07-12,2024-07-11,EMP00025,2023-07-12,Active,20,Yes,15.0
ENRZV34KPA1,EMP00695,PLN6829,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2020-04-01,2022-04-01,EMP00001,2020-04-01,Active,18,Yes,
ENRR3FY9VP9,EMP00696,PLN9114,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2022-01-23,2024-01-23,EMP00010,2022-01-23,Inactive,30,Yes,
ENREZHPI9Z4,EMP00696,PLN4114,Annual Leave,AL-PLAN-01,Statutory,One-Time,2020-10-13,2023-10-13,EMP00022,2020-10-13,Active,21,No,10.0
ENRYQ2ZODML,EMP00697,,Annual Leave,AL-PLAN-01,Paid,Per-Incident,NOT-A-DATE,2021-03-22,EMP00011,2020-03-22,Terminated,21,Yes,0.0
ENR5D4S6T0W,EMP00697,,Sick Leave,SL-PLAN-02,Unpaid,Annual,NOT-A-DATE,2023-11-19,EMP00042,2021-11-19,Active,20,Yes,
ENR6INA3W18,EMP00698,PLN5531,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2023-01-03,2025-01-02,EMP00029,2023-01-03,Inactive,12,Yes,
ENRFVFKXZ8U,EMP00698,PLN2805,Casual Leave,CL-PLAN-03,Statutory,Annual,2020-04-30,2021-04-30,EMP00023,2020-04-30,Inactive,21,Yes,10.0
ENRQ7KVUV3O,EMP00699,PLN2929,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2022-12-17,2023-12-17,EMP00005,2022-12-17,Pending,30,Yes,
ENR0PJ2YA34,EMP00699,PLN4181,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2023-05-12,2024-05-11,EMP00012,2023-05-12,Pending,10,Yes,0.0
ENREP3T8PDK,EMP00699,PLN5163,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2022-01-02,2025-01-01,EMP00018,2022-01-02,Active,20,Yes,10.0
ENRA3H0YNYH,EMP00699,PLN2621,Sick Leave,SL-PLAN-02,Statutory,Monthly,2022-07-27,2023-07-27,EMP00049,2022-07-27,Inactive,25,No,10.0
ENRRIYTRFJL,EMP00700,PLN9467,Unpaid Leave,UL-PLAN-07,Paid,One-Time,2023-08-09,2024-08-08,EMP00004,2023-08-09,Active,18,Yes,
ENRLT118O0C,EMP00700,PLN6793,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2023-04-16,2026-04-15,EMP00028,2023-04-16,Terminated,30,Yes,
ENR6NBC6B7S,EMP00700,PLN6740,Annual Leave,AL-PLAN-01,Statutory,One-Time,2020-01-17,2023-01-16,EMP00048,2020-01-17,Inactive,25,No,0.0
ENRW1TFJJXJ,EMP00700,PLN3802,Maternity Leave,ML-PLAN-04,Statutory,Annual,2023-08-03,2026-08-02,EMP00025,2023-08-03,Pending,30,Yes,10.0
ENRI25S2SES,,PLN1495,Sick Leave,SL-PLAN-02,Paid,One-Time,2020-08-21,2023-08-21,EMP00009,2020-08-21,Terminated,10,Yes,15.0
ENR1OHMIPR5,,PLN9966,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2023-03-13,2024-03-12,EMP00050,2023-03-13,Pending,18,Yes,15.0
ENRWD90U91J,,PLN6751,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2021-04-21,2024-04-20,EMP00037,2021-04-21,Active,12,Yes,10.0
ENR3LB9K9DU,EMP00702,PLN5545,Sick Leave,SL-PLAN-02,Unpaid,Annual,2022-10-07,2024-10-06,EMP00012,2022-10-07,Active,25,Yes,15.0
ENRT5B9XFFZ,EMP00702,PLN1797,Bereavement Leave,BL-PLAN-08,Statutory,Per-Incident,2021-04-17,2024-04-16,EMP00028,2021-04-17,Active,21,Yes,10.0
ENRBDSBX9KE,EMP00702,PLN7110,Compensatory Off,CO-PLAN-06,Statutory,Annual,2020-04-23,2023-04-23,EMP00018,2020-04-23,Pending,21,Yes,0.0
ENRNY3O9GH6,EMP00703,PLN5535,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2023-05-14,2023-04-14,EMP00032,2023-05-14,Pending,20,Yes,0.0
ENRT6EI6AFN,EMP00703,PLN9688,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2023-07-19,2023-06-19,EMP00037,2023-07-19,Terminated,30,No,5.0
ENR1L6PDGSB,EMP00703,PLN7325,Paternity Leave,PL-PLAN-05,Paid,Per-Incident,2021-07-05,2021-06-05,EMP00017,2021-07-05,Active,10,Yes,0.0
ENR8CHJ2QYM,EMP00703,PLN5727,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2020-04-17,2020-03-18,EMP00045,2020-04-17,Terminated,10,No,
ENRA9I8CHTF,EMP00704,PLN3942,Maternity Leave,ML-PLAN-04,Paid,One-Time,2022-02-26,2025-02-25,EMP00043,2022-02-26,Pending,10,Yes,0.0
ENRTGHAOEMO,EMP00704,PLN9424,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2023-09-17,2024-09-16,EMP00050,2023-09-17,Pending,25,Yes,0.0
ENRJK1JB94X,EMP00704,PLN1881,Paternity Leave,PL-PLAN-05,Paid,Annual,2022-08-02,2025-08-01,EMP00047,2022-08-02,Active,25,Yes,0.0
ENRBLVDL661,EMP00705,,Compensatory Off,INVALID_PLAN_XXX,Statutory,Annual,2020-05-01,2021-05-01,EMP00015,2020-05-01,Active,15,Yes,0.0
ENRDVAWTXLZ,EMP00705,,Casual Leave,INVALID_PLAN_XXX,Statutory,Annual,2022-02-18,2023-02-18,EMP00022,2022-02-18,Terminated,18,Yes,10.0
ENRD9HBL5ZK,EMP00705,,Paternity Leave,INVALID_PLAN_XXX,Statutory,Monthly,2022-11-15,2024-11-14,EMP00020,2022-11-15,Pending,12,Yes,10.0
ENRMN86ZZK4,EMP00706,PLN2124,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2023-05-20,2026-05-19,EMP00007,2023-05-20,Inactive,10,Yes,0.0
ENRTW6ET932,EMP00706,PLN9319,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2022-10-10,2024-10-09,EMP00018,2022-10-10,Pending,12,Yes,
ENRU94EZ3NG,EMP00707,PLN6321,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2022-11-24,2023-11-24,EMP00001,2022-11-24,Inactive,25,Yes,
ENR507VL3QF,EMP00707,PLN2501,Unpaid Leave,UL-PLAN-07,Unpaid,One-Time,2022-10-10,2025-10-09,EMP00038,2022-10-10,Active,25,Yes,0.0
ENR5BO4EF3X,EMP00708,PLN6246,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2023-06-02,2026-06-01,EMP00026,2023-06-02,Active,10,Yes,10.0
ENR78G850WY,EMP00708,PLN1223,Annual Leave,AL-PLAN-01,Statutory,Annual,2022-08-22,2024-08-21,EMP00030,2022-08-22,Terminated,21,Yes,15.0
ENRJAZH31Z8,EMP00709,PLN1046,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,NOT-A-DATE,2022-07-04,EMP00032,2021-07-04,Terminated,15,Yes,5.0
ENR4CWR51K0,EMP00709,PLN3335,Sick Leave,SL-PLAN-02,Statutory,One-Time,NOT-A-DATE,2025-09-24,EMP00046,2022-09-25,Inactive,15,No,15.0
ENR2ONBG93W,EMP00709,PLN8989,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,NOT-A-DATE,2022-03-14,EMP00048,2021-03-14,Active,30,No,0.0
ENRQGBI7GTM,EMP00710,PLN7683,Casual Leave,CL-PLAN-03,Statutory,Annual,2022-07-12,2025-07-11,EMP00013,2022-07-12,Inactive,25,Yes,15.0
ENRXB3L2E7A,EMP00710,PLN9707,Paternity Leave,PL-PLAN-05,Paid,Monthly,2021-06-26,2023-06-26,EMP00019,2021-06-26,Active,10,Yes,0.0
ENRC65JZ94V,EMP00710,PLN3060,Compensatory Off,CO-PLAN-06,Paid,Monthly,2020-01-23,2023-01-22,EMP00016,2020-01-23,Active,30,Yes,
ENR59VDAW9H,EMP00711,PLN9581,Compensatory Off,CO-PLAN-06,Unpaid,Monthly,2021-07-18,2023-07-18,EMP00029,2021-07-18,Inactive,20,Yes,5.0
ENRSGI2051F,EMP00711,PLN8707,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2022-03-22,2024-03-21,EMP00020,2022-03-22,Terminated,15,No,
ENRDW36XONQ,EMP00712,PLN8506,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2020-03-02,2021-03-02,EMP00006,2020-03-02,Terminated,21,No,5.0
ENRG3CT7XHN,EMP00712,PLN6821,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2021-04-17,2022-04-17,EMP00043,2021-04-17,Inactive,20,Yes,0.0
ENRBU56LTJI,EMP00713,,Compensatory Off,CO-PLAN-06,Paid,One-Time,2020-03-04,2023-03-04,EMP00016,2020-03-04,Pending,15,Yes,10.0
ENR2RRQPAM0,EMP00713,,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2022-10-17,2024-10-16,EMP00022,2022-10-17,Pending,18,Yes,0.0
ENRYRP768TE,EMP00713,,Paternity Leave,PL-PLAN-05,Statutory,Monthly,2022-02-16,2024-02-16,EMP00023,2022-02-16,Pending,21,Yes,15.0
ENRQN5EP9V2,EMP00713,,Sick Leave,SL-PLAN-02,Paid,Monthly,2022-06-30,2024-06-29,EMP00039,2022-06-30,Active,18,Yes,15.0
ENRHOA4XYW1,EMP00714,PLN9248,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2022-09-01,2024-08-31,EMP00018,2022-09-01,Inactive,18,No,10.0
ENRLW3OJMC5,EMP00714,PLN2483,Maternity Leave,ML-PLAN-04,Paid,One-Time,2022-04-26,2023-04-26,EMP00012,2022-04-26,Inactive,12,Yes,10.0
ENRQCGNREYH,EMP00714,PLN8807,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2022-07-30,2025-07-29,EMP00027,2022-07-30,Pending,18,Yes,15.0
ENRFRPNY7XM,EMP00714,PLN8361,Bereavement Leave,BL-PLAN-08,Statutory,Per-Incident,2022-11-09,2025-11-08,EMP00043,2022-11-09,Inactive,30,No,5.0
ENR4J8EYPT7,EMP00715,PLN7857,Sick Leave,SL-PLAN-02,Paid,One-Time,2021-06-22,2022-06-22,EMP00016,2021-06-22,Terminated,21,Yes,
ENRX6AL1ZVX,EMP00715,PLN1280,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2021-01-15,2022-01-15,EMP00044,2021-01-15,Pending,12,No,5.0
ENRVESQBVPC,EMP00715,PLN8952,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2022-11-28,2025-11-27,EMP00006,2022-11-28,Pending,12,No,
ENRMCVR2L88,EMP00716,PLN9841,Unpaid Leave,UL-PLAN-07,Paid,One-Time,2021-08-25,2024-08-24,EMP00012,2021-08-25,Pending,12,Yes,15.0
ENRTUKMJY2H,EMP00716,PLN2753,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2022-05-22,2025-05-21,EMP00035,2022-05-22,Pending,30,Yes,15.0
ENRIZSDLDPC,EMP00717,PLN9667,Sick Leave,SL-PLAN-02,Paid,One-Time,2021-12-12,2023-12-12,EMP00031,2021-12-12,Inactive,21,Yes,0.0
ENR5ZP8Y88H,EMP00717,PLN3267,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2020-08-26,2021-08-26,EMP00018,2020-08-26,Terminated,30,Yes,
ENRLUTTT8B0,EMP00718,PLN2900,Sick Leave,SL-PLAN-02,Paid,Annual,2022-02-17,2023-02-17,EMP00012,2022-02-17,Inactive,18,Yes,10.0
ENREQ4TDGAC,EMP00718,PLN4794,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2020-11-08,2023-11-08,EMP00037,2020-11-08,Active,21,No,15.0
ENR9N6TB55C,EMP00719,PLN9181,Compensatory Off,CO-PLAN-06,Paid,Annual,2021-04-22,2023-04-22,EMP00041,2021-04-22,Inactive,18,Yes,10.0
ENRZSTH6CXT,EMP00719,PLN1343,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2020-05-27,2022-05-27,EMP00027,2020-05-27,Terminated,21,Yes,10.0
ENRA18JQRY2,EMP00720,PLN1688,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2021-03-15,2024-03-14,EMP00031,2021-03-15,Terminated,20,Yes,5.0
ENRKVZKUIET,EMP00720,PLN4660,Annual Leave,AL-PLAN-01,Paid,Annual,2022-09-18,2023-09-18,EMP00018,2022-09-18,Inactive,12,Yes,5.0
ENRPJJG4EK0,EMP00720,PLN2369,Unpaid Leave,UL-PLAN-07,Paid,One-Time,2020-10-22,2023-10-22,EMP00047,2020-10-22,Inactive,12,Yes,0.0
ENR77O96VKG,EMP00720,PLN6256,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2021-08-11,2022-08-11,EMP00010,2021-08-11,Terminated,12,Yes,0.0
ENRISCHTAIB,EMP00721,,Sick Leave,SL-PLAN-02,Unpaid,Annual,NOT-A-DATE,2022-01-19,EMP00029,2035-01-01,Inactive,-5,Yes,15.0
ENR1783D94M,EMP00721,,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,NOT-A-DATE,2020-12-09,EMP00007,2035-01-01,Inactive,-5,Yes,10.0
ENRE56MIUJ8,EMP00721,,Casual Leave,CL-PLAN-03,Statutory,Monthly,NOT-A-DATE,2020-09-01,EMP00004,2035-01-01,Pending,-5,No,10.0
ENRBLZDXSN2,EMP00722,PLN3515,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2023-07-16,2025-07-15,EMP00011,2023-07-16,Terminated,21,Yes,10.0
ENRTFT3FY1T,EMP00722,PLN6525,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,2022-07-25,2025-07-24,EMP00043,2022-07-25,Pending,18,Yes,10.0
ENRWZNE9B9K,EMP00722,PLN6458,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2021-03-22,2023-03-22,EMP00042,2021-03-22,Active,15,No,
ENRMGSJQS9X,EMP00722,PLN8463,Annual Leave,AL-PLAN-01,Unpaid,Annual,2020-05-08,2022-05-08,EMP00004,2020-05-08,Inactive,15,Yes,
ENRION0TV00,EMP00723,PLN2910,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2020-12-22,2023-12-22,EMP00041,2020-12-22,Active,20,Yes,
ENR93I9W4UV,EMP00723,PLN1075,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2021-02-12,2022-02-12,EMP00033,2021-02-12,Active,12,Yes,
ENRHN51YIAR,EMP00723,PLN4888,Bereavement Leave,BL-PLAN-08,Statutory,Per-Incident,2022-05-26,2023-05-26,EMP00037,2022-05-26,Active,21,Yes,
ENR9P3DQILI,EMP00723,PLN3616,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2023-07-04,2026-07-03,EMP00011,2023-07-04,Terminated,25,Yes,0.0
ENR5O3YZ8FI,EMP00724,PLN4251,Sick Leave,SL-PLAN-02,Unpaid,Per-Incident,2023-03-30,2025-03-29,EMP00043,2023-03-30,Active,10,Yes,
ENRJLXH6010,EMP00724,PLN5945,Bereavement Leave,BL-PLAN-08,Unpaid,Per-Incident,2023-02-17,2024-02-17,EMP00009,2023-02-17,Inactive,18,No,5.0
ENR5EDLABPC,EMP00725,PLN1585,Unpaid Leave,UL-PLAN-07,Statutory,One-Time,2022-09-13,2025-09-12,EMP00009,2022-09-13,Active,20,Yes,15.0
ENRSNLWI499,EMP00725,PLN2947,Maternity Leave,ML-PLAN-04,Paid,Monthly,2022-09-13,2023-09-13,EMP00045,2022-09-13,Active,25,Yes,5.0
ENR0PTG88M1,EMP00726,PLN7591,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2023-06-12,2024-06-11,EMP00013,2023-06-12,Active,18,Yes,15.0
ENRKXD460BZ,EMP00726,PLN5475,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2022-12-18,2023-12-18,EMP00034,2022-12-18,Terminated,10,Yes,5.0
ENRNAW6GX24,EMP00727,PLN3045,Sick Leave,INVALID_PLAN_XXX,Statutory,Annual,2021-05-06,2023-05-06,EMP00005,2021-05-06,Terminated,15,Yes,5.0
ENRIMYGSY8R,EMP00727,PLN4760,Casual Leave,INVALID_PLAN_XXX,Unpaid,Monthly,2023-09-11,2026-09-10,EMP00041,2023-09-11,Active,25,Yes,
ENRG10G0XZJ,EMP00727,PLN1124,Compensatory Off,INVALID_PLAN_XXX,Statutory,Per-Incident,2020-09-07,2021-09-07,EMP00050,2020-09-07,Terminated,12,Yes,15.0
ENRHXXSHKSR,EMP00728,PLN8562,Annual Leave,AL-PLAN-01,Paid,One-Time,2022-08-10,2024-08-09,EMP00011,2022-08-10,Inactive,18,Yes,15.0
ENR0L8EPMDA,EMP00728,PLN7433,Compensatory Off,CO-PLAN-06,Paid,Monthly,2020-05-27,2023-05-27,EMP00041,2020-05-27,Pending,30,Yes,15.0
ENRGRLPCE5Q,EMP00729,,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2023-01-21,2025-01-20,EMP00037,2023-01-21,Terminated,12,Yes,
ENR98JR4ZWO,EMP00729,,Bereavement Leave,BL-PLAN-08,Unpaid,Annual,2021-06-22,2024-06-21,EMP00037,2021-06-22,Pending,30,Yes,0.0
ENR75ZN2O9L,EMP00729,,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2020-11-01,2023-11-01,EMP00022,2020-11-01,Pending,18,Yes,10.0
ENRIJVEVAYY,EMP00730,PLN7704,Compensatory Off,CO-PLAN-06,Paid,One-Time,2022-12-09,2025-12-08,EMP00003,2022-12-09,Pending,25,Yes,0.0
ENRG76XPFFL,EMP00730,PLN7335,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2023-07-22,2025-07-21,EMP00037,2023-07-22,Active,15,No,10.0
ENRIG9LNZN4,EMP00730,PLN2302,Paternity Leave,PL-PLAN-05,Paid,Monthly,2020-06-28,2023-06-28,EMP00036,2020-06-28,Terminated,21,Yes,
ENR9OTY848B,EMP00730,PLN1031,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2023-12-01,2025-11-30,EMP00011,2023-12-01,Pending,20,Yes,0.0
ENR7MZK20WD,EMP00731,PLN9884,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2021-09-09,2022-09-09,EMP00048,2021-09-09,Terminated,30,Yes,10.0
ENRVLPEXNDY,EMP00731,PLN4389,Compensatory Off,CO-PLAN-06,Paid,One-Time,2022-02-21,2023-02-21,EMP00021,2022-02-21,Pending,10,No,10.0
ENR5R72N40U,EMP00731,PLN4684,Annual Leave,AL-PLAN-01,Unpaid,Per-Incident,2020-06-11,2022-06-11,EMP00021,2020-06-11,Active,12,Yes,15.0
ENR0Q5FWHRU,EMP00731,PLN6511,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2021-09-03,2024-09-02,EMP00044,2021-09-03,Inactive,21,Yes,5.0
ENRSK105INS,EMP00732,PLN8510,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2023-02-19,2025-02-18,EMP00050,2023-02-19,Pending,30,No,15.0
ENR4MBD3IMF,EMP00732,PLN7037,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2023-12-13,2025-12-12,EMP00047,2023-12-13,Inactive,15,Yes,0.0
ENRWTRO1QIZ,EMP00732,PLN3050,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2020-01-16,2022-01-15,EMP00022,2020-01-16,Inactive,12,Yes,0.0
ENRXR4SWXSP,EMP00732,PLN2885,Bereavement Leave,BL-PLAN-08,Statutory,Annual,2023-03-13,2026-03-12,EMP00016,2023-03-13,Pending,15,No,10.0
ENRP0RN2GXB,EMP00733,PLN6959,Annual Leave,AL-PLAN-01,Statutory,One-Time,NOT-A-DATE,2025-01-22,EMP00021,2023-01-23,Pending,18,Yes,0.0
ENRG9YKDGFC,EMP00733,PLN7676,Sick Leave,SL-PLAN-02,Unpaid,Per-Incident,NOT-A-DATE,2023-08-13,EMP00012,2020-08-13,Terminated,12,No,
ENRIK1YOA2F,EMP00733,PLN2778,Casual Leave,CL-PLAN-03,Unpaid,Monthly,NOT-A-DATE,2022-05-06,EMP00033,2021-05-06,Pending,25,Yes,5.0
