summary_id,employee_id,month_year,working_days,days_present,days_absent,days_wfh,late_arrivals,early_departures,overtime_hours,total_hours_logged,attendance_pct,leave_days_taken,loss_of_pay_days,department,shift,approved_by
ATTUITBEQTG,EMP00717,2024-03,22,18,4,2,5,2,10.0,154.0,81.8,1,2,Finance,Night,EMP00021
ATTPVVK13SF,EMP00526,2023-12,23,25,0,4,2,3,15.6,199.6,100.0,0,1,Legal,Flexible,EMP00036
ATTH7PK5TXL,EMP00448,2023-03,21,17,4,10,5,1,18.7,154.7,81.0,3,2,Sales,Day,EMP00019
ATTN2UB3AMT,EMP00668,2023-04,21,16,-1,9,2,1,15.8,143.8,76.2,5,0,Legal,Flexible,EMP00024
ATTDAAWMTZC,EMP00083,2025-01,22,18,4,9,0,3,15.5,159.5,81.8,0,0,Product,Day,EMP00036
ATT60HKUTN7,EMP00747,2023-01,22,19,3,3,1,2,5.0,157.0,86.4,0,2,Product,Night,EMP00036
ATT3DMM3360,EMP00180,2024-08,20,19,1,7,2,0,19.2,171.2,95.0,0,2,Sales,Day,EMP00025
ATTHN7L84C0,EMP00060,2023-03,23,23,0,7,5,2,7.7,191.7,100.0,0,0,Marketing,Day,EMP00012
ATT52YHXOOY,EMP00096,2023-01,20,18,2,2,1,2,3.1,147.1,90.0,0,1,Product,Day,EMP00004
ATTZ3S1R4R0,EMP00115,2024-10,23,22,1,6,2,0,7.2,183.2,95.7,1,0,Legal,Day,EMP00035
ATTRSUF2Q36,EMP00699,2023-10,23,25,3,10,0,3,16.2,176.2,87.0,1,0,Marketing,Night,EMP00021
ATTP91027Q7,EMP00506,2023-12,21,20,1,10,1,2,14.3,174.3,95.2,0,0,Engineering,Flexible,EMP00040
ATTWBWMET8E,EMP00533,2024-03,21,18,3,4,3,2,4.7,148.7,85.7,1,0,Legal,Day,EMP00027
ATTNIAYR42I,EMP00194,2023-05,23,21,2,10,28,3,-5.0,,91.3,0,2,Human Resources,Day,EMP00004
ATTHJ6JQ1CN,EMP00200,2024-01,20,17,3,8,5,3,16.8,152.8,85.0,1,0,Sales,Day,EMP00004
ATTADM9UJXK,EMP00093,2024-04,21,16,5,5,0,0,2.2,130.2,76.2,1,2,Legal,Day,EMP00037
ATTDEAWH99S,,2024-09,20,20,-1,10,4,2,13.9,173.9,100.0,0,2,Marketing,Flexible,EMP00020
ATT4M2UW2XD,EMP00440,2024-11,23,17,6,2,2,0,3.3,139.3,73.9,0,1,Legal,Night,EMP00004
ATTOUY9ZOV1,EMP00308,2025-06,22,16,6,9,5,1,19.7,147.7,72.7,6,0,Sales,Day,EMP00034
ATT47TQYT3M,EMP00749,2025-06,20,22,0,6,4,0,5.1,165.1,100.0,0,0,Product,Flexible,EMP00036
ATTWN4IG7OF,EMP00719,2024-08,22,15,7,4,1,2,8.1,128.1,68.2,0,1,Operations,Day,EMP00018
ATTTABW4J0B,EMP00525,2024-02,20,16,4,9,0,2,6.7,134.7,80.0,4,1,Product,Day,EMP00039
ATTBFVXLYM4,EMP00070,2024-01,23,21,2,2,4,2,16.8,184.8,91.3,0,0,Legal,Day,EMP00035
ATT9I5P0LXU,EMP00481,2023-03,21,18,3,1,5,0,4.0,148.0,85.7,0,1,Human Resources,Night,EMP00048
ATTF97F3DW5,EMP00616,2024-10,22,15,7,5,1,0,6.9,126.9,68.2,0,2,Engineering,Flexible,EMP00003
ATTWG9R5F6P,EMP00795,2023-02,21,15,6,1,4,1,5.8,125.8,150.0,2,0,Operations,Day,EMP00028
ATTIUDPXIZC,EMP00084,2025-06,22,15,7,1,5,3,14.6,134.6,68.2,6,1,Legal,Day,EMP00035
ATTKZ3SWOEX,EMP00227,2024-03,21,17,4,7,4,0,12.9,148.9,81.0,3,2,Sales,Night,EMP00036
ATTDC2C5SOS,EMP00304,2025-05,23,26,7,5,1,0,11.0,139.0,69.6,2,0,Legal,Day,EMP00015
ATTIZYKCVMD,EMP00306,2024-07,22,20,-1,3,4,1,0.2,160.2,90.9,1,1,Marketing,Night,EMP00014
ATTA2OCM1QI,EMP00026,2024-04,21,17,4,9,5,1,7.8,143.8,81.0,3,0,Sales,Day,EMP00021
ATT6U0IY42V,EMP00205,2023-08,20,18,2,6,0,0,15.9,159.9,90.0,2,2,Finance,Flexible,EMP00022
ATTZLIDPKOG,EMP00413,2025-01,21,16,5,3,1,0,2.4,130.4,76.2,4,2,Finance,Night,EMP00030
ATTAT83DK6U,,2023-06,21,20,1,4,0,3,16.9,176.9,95.2,0,2,Finance,Day,EMP00009
ATTS2RS3UF5,EMP00085,2023-07,21,17,4,10,1,1,9.6,145.6,81.0,0,2,Marketing,Day,EMP00014
ATTW89ZGEPM,EMP00403,2024-10,23,23,0,10,4,3,-5.0,199.0,100.0,0,2,Marketing,Day,EMP00023
ATT6RJ6EK2V,EMP00148,2024-04,22,15,7,3,4,3,17.7,137.7,68.2,7,0,Marketing,Day,EMP00033
ATTR49KARS2,EMP00539,2024-04,0,27,4,4,3,3,6.1,150.1,81.8,2,1,Sales,Flexible,EMP00001
ATTMEGQUSSW,EMP00455,2024-06,20,20,0,4,3,0,3.5,163.5,100.0,0,2,Operations,Day,EMP00043
ATTRA3T331E,EMP00415,2024-08,20,15,5,2,0,0,13.7,133.7,75.0,3,1,Sales,Day,EMP00046
ATTSBR5WAXD,EMP00191,2023-09,20,18,2,10,4,2,17.6,161.6,90.0,2,2,Marketing,Flexible,EMP00021
ATTD1S3REFR,EMP00479,2024-04,23,19,4,10,5,3,18.5,170.5,82.6,1,2,Sales,Day,EMP00042
ATTP93AA9FT,EMP00799,2025-04,22,22,-1,10,5,2,5.5,181.5,100.0,0,1,Finance,Day,EMP00030
ATTMK4XR24T,EMP00441,2025-04,22,15,7,1,3,1,1.4,121.4,68.2,6,1,Marketing,Night,EMP00038
ATTXHI1T7MG,EMP00416,2025-01,22,15,7,2,0,2,2.5,122.5,68.2,1,0,Finance,Night,EMP00001
ATTFQEJ7NKE,EMP00102,2023-05,23,16,7,10,5,0,5.5,133.5,69.6,0,1,Human Resources,Day,EMP00038
ATT46612TYV,EMP00590,2023-01,22,27,1,10,3,1,13.7,,95.5,0,0,Engineering,Flexible,EMP00012
ATTI1NSHF33,EMP00532,2023-05,22,20,2,5,0,0,8.8,168.8,90.9,2,0,Product,Day,EMP00009
ATTX22XHH76,EMP00350,2023-01,23,18,5,10,1,3,0.6,144.6,78.3,3,0,Operations,Flexible,EMP00007
ATTSCJO6PGI,EMP00535,2024-07,22,20,2,6,0,0,15.6,175.6,90.9,1,2,Legal,Day,EMP00013
ATTIJJPV1IY,,2023-04,20,15,5,8,0,1,7.8,127.8,75.0,1,0,Engineering,Day,EMP00032
ATTQI05JPUB,EMP00063,2025-01,21,18,3,4,5,0,15.2,159.2,85.7,1,2,Product,Flexible,EMP00021
ATTRTT99KW3,EMP00405,2024-11,20,17,3,5,1,2,5.4,141.4,85.0,0,2,Legal,Day,EMP00011
ATTW5PKIEXJ,EMP00112,2023-04,21,18,3,10,0,0,6.3,150.3,150.0,1,2,Sales,Flexible,EMP00014
ATT0ED8QE8Y,EMP00451,2023-08,23,21,2,4,5,1,2.2,170.2,91.3,0,0,Human Resources,Day,EMP00006
ATTB57E6W76,EMP00753,2023-02,20,23,-1,4,3,1,12.9,156.9,90.0,2,1,Engineering,Day,EMP00029
ATTZ63TBWQM,EMP00593,2024-05,21,18,3,7,1,0,11.3,155.3,85.7,0,1,Legal,Day,EMP00038
ATTYGNDJYFX,EMP00269,2024-10,23,18,5,5,28,3,-5.0,153.9,78.3,1,2,Sales,Day,EMP00030
ATTN1OGB9B7,EMP00509,2024-05,22,21,1,3,5,1,8.1,176.1,95.5,1,0,Engineering,Day,EMP00032
ATTDKC4YH29,EMP00369,2025-04,22,21,1,2,4,3,6.4,174.4,95.5,1,2,Engineering,Day,EMP00003
ATT68FPZY4X,EMP00024,2023-11,23,17,6,1,3,0,14.5,150.5,73.9,2,0,Product,Day,EMP00036
ATT0QOYZHRU,EMP00329,2024-11,20,19,1,4,0,1,16.1,168.1,95.0,1,0,Operations,Day,EMP00001
ATTEUNK5CBP,EMP00155,2025-04,22,20,2,4,4,2,6.7,166.7,90.9,2,2,Human Resources,Day,EMP00049
ATTQ5MOU7HU,EMP00222,2025-04,21,18,3,9,0,1,10.3,154.3,85.7,1,1,Engineering,Day,EMP00027
ATTUM0AED2Y,EMP00215,2023-06,20,23,1,1,4,2,8.2,160.2,95.0,0,0,Engineering,Day,EMP00029
ATTRU7APXQY,EMP00095,2025-01,20,19,1,0,0,0,3.3,155.3,95.0,1,0,Finance,Day,EMP00035
ATTWG4HK1W9,EMP00473,2025-06,22,20,2,5,3,2,11.6,171.6,90.9,1,0,Operations,Night,EMP00048
ATTKZD6FC82,,2023-05,20,15,5,0,3,1,13.0,133.0,75.0,0,1,Operations,Day,EMP00018
ATTJA8MU6MS,EMP00768,2024-03,20,15,-1,0,1,2,19.5,139.5,75.0,3,1,Sales,Night,EMP00016
ATT5YAO7ERP,EMP00220,2024-02,20,19,1,10,4,1,6.4,158.4,95.0,0,0,Sales,Day,EMP00045
ATTC2IFF4N8,EMP00261,2023-09,22,16,6,4,0,3,3.1,131.1,72.7,6,2,Legal,Flexible,EMP00030
ATTU4VKJKG2,EMP00129,2023-04,20,16,4,9,5,1,5.0,133.0,80.0,1,0,Finance,Night,EMP00015
ATTFLD8E02K,EMP00286,2024-03,23,22,1,1,5,2,7.2,183.2,95.7,0,0,Engineering,Day,EMP00019
ATTR7BYTSI8,EMP00153,2024-01,20,24,0,10,4,0,3.4,163.4,100.0,0,1,Finance,Day,EMP00022
ATT5721UOVH,EMP00418,2024-03,22,20,2,8,1,0,13.6,173.6,90.9,2,0,Engineering,Day,EMP00022
ATTTA0SD5I4,EMP00036,2024-03,0,17,3,7,3,2,7.8,143.8,85.0,2,1,Operations,Night,EMP00043
ATTVFJQXGKB,EMP00746,2023-05,23,18,5,1,3,1,9.5,153.5,78.3,2,2,Sales,Day,EMP00049
ATTGIYQ9H7Q,EMP00461,2024-03,20,16,4,6,0,1,7.1,135.1,80.0,1,0,Sales,Night,EMP00006
ATTQ6YB2C5T,EMP00430,2024-05,20,19,1,4,3,3,12.4,164.4,95.0,0,2,Marketing,Day,EMP00024
ATTR6785QWV,EMP00600,2023-12,21,21,0,2,4,3,-5.0,,100.0,0,0,Human Resources,Flexible,EMP00039
ATTZZQKLIOL,EMP00295,2025-06,20,15,5,8,2,0,3.9,123.9,75.0,0,1,Finance,Day,EMP00008
ATT4MNCNZJ7,EMP00712,2024-01,22,18,-1,9,1,0,4.1,148.1,150.0,1,1,Finance,Day,EMP00035
ATTS3N3PN3W,EMP00588,2024-10,22,27,6,8,2,1,3.4,131.4,72.7,0,1,Product,Flexible,EMP00016
ATTLH1I9J5H,EMP00600,2025-01,21,17,4,10,2,1,9.4,145.4,81.0,2,0,Product,Day,EMP00024
ATTU9RFVSOW,,2024-05,22,20,2,2,0,0,10.0,170.0,90.9,1,1,Finance,Day,EMP00016
ATTUY95I2QE,EMP00699,2025-06,23,20,3,5,4,2,10.6,170.6,87.0,1,1,Sales,Day,EMP00006
ATTWH4H7G2S,EMP00317,2024-01,21,15,6,7,1,0,16.6,136.6,71.4,1,1,Legal,Day,EMP00030
ATTYU9ZWY1Y,EMP00653,2024-01,23,23,0,3,3,2,10.8,194.8,100.0,0,1,Marketing,Day,EMP00008
ATTHHJMZBXT,EMP00050,2025-05,22,15,7,3,2,2,14.8,134.8,68.2,7,0,Marketing,Day,EMP00003
ATTVKI80ETC,EMP00036,2024-01,22,22,0,0,5,1,14.6,190.6,100.0,0,0,Legal,Night,EMP00033
ATTAY9QGG4D,EMP00208,2024-05,21,19,2,8,4,1,11.8,163.8,90.5,1,2,Product,Night,EMP00017
ATTWTL3TB8I,EMP00052,2024-08,22,24,1,3,5,2,8.2,176.2,95.5,1,0,Marketing,Day,EMP00001
ATTTMKRW6YD,EMP00594,2024-07,20,15,5,10,0,3,11.4,131.4,75.0,4,0,Sales,Night,EMP00025
ATTDU09BK43,EMP00245,2025-06,22,17,5,7,0,3,16.5,152.5,77.3,0,2,Product,Night,EMP00037
ATT1XWL6HQL,EMP00041,2023-09,23,22,-1,2,2,1,8.8,184.8,95.7,0,2,Human Resources,Day,EMP00014
ATTRIIPBHPA,EMP00759,2024-01,21,20,1,5,3,1,4.4,164.4,95.2,1,2,Operations,Day,EMP00024
ATTHKN6ZNRI,EMP00070,2025-01,23,15,8,10,5,2,14.3,134.3,65.2,7,1,Legal,Night,EMP00037
ATTZPWXK52R,EMP00127,2023-05,22,21,1,7,5,3,6.1,174.1,95.5,1,2,Operations,Flexible,EMP00003
ATTQWDQVZCX,EMP00020,2024-10,20,15,5,8,3,2,14.2,134.2,75.0,1,2,Legal,Day,EMP00004
ATTK0PFB77E,EMP00586,2025-01,21,15,6,1,1,1,8.0,128.0,71.4,3,0,Engineering,Day,EMP00016
ATTUN7R488V,EMP00563,2025-03,22,24,2,2,0,2,14.4,174.4,90.9,2,2,Sales,Flexible,EMP00011
ATTZKRKU3E1,,2023-07,21,21,0,7,26,3,-5.0,172.1,100.0,0,2,Sales,Day,EMP00001
ATTCVQZ4DEI,EMP00707,2023-12,22,19,3,0,1,0,3.5,155.5,86.4,3,1,Sales,Night,EMP00026
ATTYXMU1KWZ,EMP00520,2023-08,23,18,5,0,0,2,5.4,149.4,78.3,4,1,Engineering,Day,EMP00013
ATTVXYOFNZF,EMP00240,2023-09,22,16,6,0,3,3,16.9,144.9,72.7,1,1,Marketing,Night,EMP00037
ATTZAEC7RJ1,EMP00015,2025-03,20,19,1,3,5,2,11.0,163.0,95.0,1,0,Product,Day,EMP00023
ATTS7TMRLYN,EMP00576,2024-04,20,15,5,8,0,2,16.1,136.1,75.0,3,1,Legal,Night,EMP00022
ATTSS08G2K7,EMP00475,2025-03,23,19,-1,6,0,1,19.6,171.6,82.6,3,0,Operations,Day,EMP00026
ATTTP5FYJLB,EMP00692,2025-04,20,15,5,9,5,3,10.5,130.5,75.0,4,0,Sales,Day,EMP00029
ATT72422LYF,EMP00262,2024-05,21,26,4,0,1,2,19.3,155.3,150.0,2,0,Engineering,Day,EMP00037
ATTH8EPB0OQ,EMP00364,2023-03,21,17,4,9,2,0,19.4,155.4,81.0,2,0,Human Resources,Day,EMP00030
ATT75U22TVV,EMP00755,2024-06,20,15,5,1,5,1,6.3,126.3,75.0,3,0,Human Resources,Day,EMP00011
ATTXFFX5DAP,EMP00108,2023-01,23,16,7,6,1,1,1.1,,69.6,4,1,Product,Day,EMP00017
ATTTTOWTXKT,EMP00476,2023-10,0,16,7,2,5,2,6.3,134.3,69.6,7,2,Engineering,Day,EMP00028
ATT4K3YZDUW,EMP00184,2025-06,23,23,0,0,3,3,4.4,188.4,100.0,0,0,Legal,Day,EMP00029
ATTJXKXPYLN,EMP00575,2023-08,23,21,2,5,0,3,15.0,183.0,91.3,0,0,Finance,Day,EMP00047
ATTYCW4SP4W,EMP00318,2024-04,23,23,0,9,5,2,5.2,189.2,100.0,0,2,Legal,Night,EMP00018
ATT2XC4FA5B,EMP00654,2025-05,21,17,4,9,4,0,19.1,155.1,81.0,0,1,Operations,Day,EMP00028
ATTOOTC1Y6L,,2024-11,20,24,1,8,2,3,14.6,166.6,95.0,1,2,Product,Flexible,EMP00049
ATT2JHR35DS,EMP00436,2024-03,22,19,3,2,4,1,18.2,170.2,86.4,2,0,Human Resources,Night,EMP00014
ATTE1G3N9AA,EMP00063,2023-09,22,15,-1,8,1,3,9.0,129.0,68.2,4,1,Engineering,Day,EMP00035
ATT61VMHVVE,EMP00063,2023-06,21,20,1,5,0,2,18.5,178.5,95.2,0,1,Sales,Day,EMP00036
ATTNTH32L6Y,EMP00196,2024-04,23,20,3,1,4,3,2.9,162.9,87.0,0,2,Human Resources,Flexible,EMP00047
ATTMZUV0KCR,EMP00098,2025-01,21,17,4,7,2,0,-5.0,155.1,81.0,1,0,Marketing,Day,EMP00039
ATT8GBDVU62,EMP00597,2024-06,21,19,2,2,4,2,4.7,156.7,90.5,2,1,Legal,Day,EMP00032
ATTM2OIM1W6,EMP00697,2023-03,22,18,4,2,2,3,0.4,144.4,81.8,3,0,Operations,Day,EMP00023
ATTVBIBL1MO,EMP00053,2024-09,23,21,2,10,2,0,8.3,176.3,91.3,0,1,Operations,Flexible,EMP00029
ATTVF9IPYF1,EMP00559,2025-01,22,26,6,4,4,3,6.6,134.6,72.7,2,1,Legal,Day,EMP00001
ATTLRWPE6HU,EMP00617,2024-05,22,17,5,7,2,0,2.3,138.3,77.3,0,0,Finance,Day,EMP00048
ATTKJYQTPB6,EMP00346,2024-12,22,17,5,0,2,0,0.4,136.4,77.3,5,2,Marketing,Day,EMP00013
ATTX3CT2ZP2,EMP00118,2024-02,21,18,3,10,3,1,15.1,159.1,85.7,1,0,Product,Flexible,EMP00031
ATTK2F0K2RY,EMP00208,2025-01,20,15,5,9,4,1,19.7,139.7,75.0,0,1,Operations,Day,EMP00027
ATTXBTIP1H6,EMP00227,2024-08,23,20,3,3,4,1,16.8,176.8,87.0,0,0,Marketing,Day,EMP00013
ATT0FITCWP8,EMP00788,2024-02,22,22,-1,5,3,2,6.0,182.0,100.0,0,2,Human Resources,Day,EMP00026
ATTZB9GNT4X,EMP00095,2025-06,22,18,4,0,1,2,2.0,146.0,81.8,2,2,Finance,Flexible,EMP00015
ATTO9INOX8U,,2025-02,22,19,3,4,4,1,16.4,168.4,86.4,3,0,Finance,Flexible,EMP00014
ATTAVOBJ5OK,EMP00385,2024-04,22,25,1,7,1,3,10.3,178.3,95.5,0,0,Engineering,Day,EMP00041
ATTFVDRFZMP,EMP00464,2025-05,21,16,5,4,5,2,14.3,142.3,150.0,3,1,Legal,Day,EMP00017
ATT9DRAN4A0,EMP00360,2023-12,21,20,1,0,1,1,3.3,163.3,95.2,0,1,Product,Day,EMP00016
ATTV0H5GCQH,EMP00405,2024-05,20,18,2,10,3,3,19.9,163.9,90.0,2,2,Sales,Flexible,EMP00017
ATTU8CQ8K1A,EMP00237,2025-03,20,16,4,3,3,2,17.4,145.4,80.0,4,2,Sales,Flexible,EMP00037
ATTVG04M01U,EMP00127,2024-08,22,18,4,2,2,0,18.5,162.5,81.8,4,0,Operations,Day,EMP00026
ATTAQ8Y1RYP,EMP00029,2023-09,22,18,4,7,3,3,6.5,150.5,81.8,4,1,Marketing,Night,EMP00030
ATTZJNGCHCM,EMP00792,2025-02,22,21,1,8,2,0,4.4,172.4,95.5,0,2,Finance,Day,EMP00038
ATT1L85E5VY,EMP00370,2024-01,22,18,4,5,1,2,8.4,152.4,81.8,2,0,Engineering,Day,EMP00024
ATTWB0AH4FM,EMP00264,2024-02,23,28,8,7,28,2,-5.0,,65.2,4,2,Marketing,Flexible,EMP00044
ATT4C8ODOXL,EMP00084,2024-09,21,15,-1,5,5,2,8.8,128.8,71.4,3,0,Finance,Day,EMP00028
ATTYQSPLHZ4,EMP00284,2023-05,23,17,6,5,4,1,4.0,140.0,73.9,3,0,Engineering,Day,EMP00050
ATTC0GJH6IU,EMP00639,2024-09,22,17,5,3,3,3,13.9,149.9,77.3,2,2,Engineering,Day,EMP00030
ATT2TKLA20K,EMP00579,2024-03,20,17,3,2,2,1,4.2,140.2,85.0,1,0,Engineering,Day,EMP00033
ATTJBPMT6T7,EMP00135,2024-06,20,18,2,8,0,1,17.0,161.0,90.0,2,0,Operations,Day,EMP00003
ATTUHQ81SDW,EMP00002,2025-01,0,21,0,6,2,0,13.2,181.2,100.0,0,0,Engineering,Night,EMP00007
ATTXAFCEQY7,,2023-05,21,20,1,6,0,2,15.2,175.2,95.2,0,1,Marketing,Day,EMP00047
ATTBGKYBMSK,EMP00782,2025-03,20,16,4,5,2,1,0.7,128.7,80.0,1,2,Human Resources,Day,EMP00012
ATTPKUQPECY,EMP00249,2023-01,22,24,0,2,5,0,0.6,176.6,100.0,0,2,Legal,Day,EMP00042
ATT59BHSOR6,EMP00350,2024-06,23,22,1,8,0,2,10.5,186.5,95.7,0,2,Operations,Night,EMP00017
ATT5FSVA3LO,EMP00325,2023-12,23,20,3,10,0,0,1.7,161.7,87.0,1,0,Operations,Day,EMP00049
ATTPO7WR7CD,EMP00122,2024-03,22,18,4,8,0,0,13.1,157.1,81.8,1,1,Engineering,Night,EMP00037
ATTWCWFBWYN,EMP00722,2024-08,20,20,0,1,4,3,19.4,179.4,100.0,0,0,Operations,Day,EMP00031
ATTGGS1VU34,EMP00547,2023-04,21,19,-1,7,5,2,12.0,164.0,90.5,2,2,Marketing,Night,EMP00023
ATT5XGS0VBC,EMP00120,2024-05,20,16,4,4,3,3,4.5,132.5,80.0,0,2,Engineering,Day,EMP00008
ATTXLVTWWK5,EMP00332,2023-04,20,18,2,0,4,0,15.7,159.7,90.0,2,0,Engineering,Night,EMP00023
ATTO69LNGAH,EMP00291,2024-11,20,18,2,4,0,3,13.4,157.4,90.0,2,0,Sales,Flexible,EMP00006
ATTHIRECJK2,EMP00676,2025-03,22,24,7,7,4,3,6.2,126.2,68.2,2,0,Finance,Day,EMP00032
ATTTSUCAUP6,EMP00077,2024-07,22,19,3,8,0,2,1.0,153.0,86.4,3,0,Engineering,Day,EMP00020
ATTV31TZ5P0,EMP00309,2024-03,23,16,7,8,0,3,17.8,145.8,150.0,3,1,Engineering,Night,EMP00020
ATTZWK2GZ2Y,EMP00366,2023-02,21,16,5,1,4,2,18.3,146.3,76.2,2,0,Human Resources,Night,EMP00004
ATTVIDO1EY0,EMP00477,2023-01,21,19,2,5,4,3,-5.0,153.1,90.5,2,1,Product,Flexible,EMP00041
ATTZ6BQ9RMA,EMP00421,2023-08,21,17,4,7,4,1,5.8,141.8,81.0,3,2,Legal,Day,EMP00027
ATT10ZEXOOJ,,2023-11,20,17,3,0,3,0,11.3,147.3,85.0,0,0,Human Resources,Day,EMP00032
ATTVTOJM0TT,EMP00549,2024-04,23,18,5,7,2,2,5.7,149.7,78.3,2,1,Human Resources,Night,EMP00024
ATTVDWJ0UY2,EMP00670,2023-08,23,23,0,9,4,2,1.5,185.5,100.0,0,0,Product,Day,EMP00045
ATTSEDWDV12,EMP00763,2023-01,20,25,-1,5,2,2,10.2,154.2,90.0,1,1,Finance,Night,EMP00044
ATTINDU8O6I,EMP00341,2024-10,22,22,0,0,5,1,15.0,191.0,100.0,0,2,Product,Day,EMP00022
ATTBFFIWO5U,EMP00217,2025-06,21,15,6,10,1,3,14.3,134.3,71.4,0,0,Legal,Day,EMP00022
ATTQX02IPI4,EMP00620,2024-07,21,20,1,7,2,1,3.7,163.7,95.2,1,1,Product,Day,EMP00020
ATT1UUEGFGQ,EMP00706,2024-09,22,17,5,7,0,0,15.9,151.9,77.3,4,2,Sales,Day,EMP00015
ATT6MDQCWLO,EMP00590,2023-07,21,19,2,10,5,3,1.4,153.4,90.5,2,1,Product,Flexible,EMP00033
ATTMNATR83R,EMP00538,2023-02,22,16,6,5,3,1,16.2,,72.7,3,1,Marketing,Day,EMP00031
ATT6LGULI4R,EMP00713,2025-02,22,15,7,5,3,2,5.2,125.2,68.2,6,1,Sales,Day,EMP00016
ATTWVNNGRAY,EMP00560,2024-03,21,18,3,9,4,0,6.4,150.4,85.7,2,1,Finance,Day,EMP00015
ATT9K0533IS,EMP00451,2025-06,21,25,0,5,4,2,5.4,173.4,100.0,0,0,Human Resources,Night,EMP00012
ATTJ7TCCLJ7,EMP00497,2024-03,20,15,5,7,0,2,3.8,123.8,75.0,5,1,Human Resources,Day,EMP00012
ATTLBES3EL9,EMP00001,2024-09,20,18,2,7,4,3,17.1,161.1,90.0,1,0,Product,Flexible,EMP00001
ATTBPPKWA2N,EMP00286,2024-12,22,22,0,0,1,3,17.2,193.2,100.0,0,2,Engineering,Day,EMP00021
ATTVXW8PJ2F,EMP00402,2024-10,20,15,-1,4,4,1,15.3,135.3,75.0,5,2,Finance,Flexible,EMP00021
ATT2PBCGXW8,,2025-01,20,17,3,7,2,2,10.6,146.6,85.0,0,2,Operations,Day,EMP00037
ATT3RZ6ZE67,EMP00144,2023-12,20,15,5,9,2,2,10.5,130.5,75.0,5,1,Sales,Day,EMP00043
ATT0TT07X56,EMP00713,2025-02,23,18,5,9,5,0,15.6,159.6,78.3,3,0,Marketing,Night,EMP00039
ATTF06V2YKV,EMP00173,2023-06,0,15,6,1,26,2,-5.0,126.2,71.4,0,0,Human Resources,Day,EMP00047
ATTG3HGJYTZ,EMP00030,2023-01,22,27,4,9,2,3,17.9,161.9,81.8,4,1,Engineering,Night,EMP00033
ATT8UXSA1VB,EMP00411,2024-06,20,18,2,5,1,1,4.2,148.2,90.0,0,0,Engineering,Day,EMP00021
ATTXCF4I1KS,EMP00740,2025-01,20,17,3,6,3,2,7.8,143.8,85.0,2,2,Human Resources,Night,EMP00024
ATTDFXEYZF7,EMP00121,2024-12,20,18,2,4,2,0,18.6,162.6,150.0,0,1,Engineering,Night,EMP00050
ATT36TGZMUG,EMP00576,2024-09,22,22,0,0,3,1,6.8,182.8,100.0,0,0,Engineering,Day,EMP00004
ATTJL5JNCG4,EMP00104,2024-09,21,17,4,5,0,0,17.3,153.3,81.0,0,2,Engineering,Flexible,EMP00034
ATTOK92U5RW,EMP00156,2024-04,21,19,2,7,2,0,2.5,154.5,90.5,2,1,Legal,Flexible,EMP00050
ATTR3S53VNW,EMP00529,2024-09,22,18,4,7,2,2,12.9,156.9,81.8,1,1,Marketing,Flexible,EMP00004
ATTN7NGD75Q,EMP00188,2025-05,20,16,-1,7,1,2,1.0,129.0,80.0,0,1,Legal,Day,EMP00029
ATT08FVS1W6,EMP00328,2023-10,23,25,4,0,0,2,14.0,166.0,82.6,1,0,Operations,Day,EMP00026
ATT7COPDQ7G,EMP00785,2024-10,21,18,3,4,4,3,3.5,147.5,85.7,2,0,Sales,Day,EMP00001
ATT2GX5BQFV,EMP00104,2024-01,22,18,4,3,5,3,8.2,152.2,81.8,1,2,Finance,Night,EMP00012
ATTWF2ZF0JL,EMP00478,2024-02,23,15,8,6,5,3,11.2,131.2,65.2,7,0,Legal,Day,EMP00029
ATT14PHVC4C,,2025-03,20,16,4,0,4,2,11.1,139.1,80.0,4,1,Human Resources,Day,EMP00048
ATT7FNYMNA9,EMP00190,2023-09,21,19,2,1,0,0,0.2,152.2,90.5,2,0,Engineering,Day,EMP00004
ATTLOV8PKS5,EMP00506,2024-09,22,21,1,8,1,0,16.4,184.4,95.5,1,0,Operations,Day,EMP00028
ATTDVXB5JI0,EMP00688,2024-10,21,16,5,0,1,0,11.4,139.4,76.2,2,2,Marketing,Night,EMP00034
ATTE3BKSUIK,EMP00303,2023-09,20,18,2,3,1,1,9.6,153.6,90.0,0,0,Human Resources,Day,EMP00046
ATT5PZU94FV,EMP00539,2024-12,21,25,4,0,4,1,5.8,141.8,81.0,0,0,Human Resources,Flexible,EMP00042
ATTDVM1LCUK,EMP00067,2023-07,20,17,3,10,3,3,11.7,147.7,85.0,2,0,Finance,Day,EMP00016
ATT3Z42HMQW,EMP00695,2023-05,23,17,6,10,4,1,1.9,137.9,73.9,3,1,Operations,Day,EMP00021
ATTGUHJCXAW,EMP00031,2023-05,22,19,-1,5,0,0,-5.0,,86.4,3,1,Human Resources,Day,EMP00030
ATT6VFLTUVF,EMP00770,2025-03,21,18,3,4,2,3,12.7,156.7,85.7,1,2,Human Resources,Flexible,EMP00013
ATTY15GNQ32,EMP00735,2024-05,23,16,7,2,1,0,4.2,132.2,69.6,3,0,Product,Flexible,EMP00039
ATTAEOYIE0O,EMP00781,2023-12,21,17,4,10,0,1,15.4,151.4,81.0,0,0,Sales,Day,EMP00030
ATTVBCK06FC,EMP00697,2025-02,22,21,1,5,1,1,3.6,171.6,95.5,0,1,Engineering,Day,EMP00047
