payment_id,order_id,customer_id,payment_method,payment_amount,payment_date,payment_status,currency,transaction_ref,gateway
PAY200682,ORD100894,CUST00763,PayPal,4063.57,2024-12-25,INVALID_STATUS,SGD,G9P01ZULGTDT,Square
PAY200683,ORD101180,CUST00196,Bank Transfer,4543.79,2023-01-28,Pending,AED,TPA50BG5M61I,Square
PAY200684,ORD101257,CUST00617,Credit Card,1867.72,2023-04-27,Completed,AED,YVYXLLQCAQ4X,Paytm
PAY200685,ORD100981,CUST00384,PayPal,80.34,2025-02-17,Failed,SGD,KUW6HMNO8ECT,Stripe
PAY200686,ORD100666,CUST00593,,1824.09,2025-06-05,Failed,SGD,KM0FNLD33Z0W,PayPal
PAY200687,ORD100602,CUST00099,Bank Transfer,2930.08,2023-03-03,Failed,USD,7Z7AOLDI47I1,Adyen
PAY200688,ORD101239,CUST00011,Bank Transfer,4716.77,2023-11-18,Completed,GBP,CI56FJPZ42Q8,Stripe
PAY200689,ORD100406,CUST00846,Bank Transfer,3408.23,2023-03-20,Completed,INR,SP553XUI8LPY,Adyen
PAY200690,ORD100655,CUST00899,Credit Card,-738.19,2022-09-03,Pending,AED,08P1R3CL4H9D,Stripe
PAY200691,ORD101095,CUST00516,Credit Card,2043.61,2023-05-09,Refunded,GBP,2UJ3A3TSAZK8,Adyen
PAY200692,ORD100189,CUST00694,Debit Card,235.3,2022-04-02,Completed,SGD,FCJTQEJPPTTX,Adyen
PAY200693,ORD100392,CUST00189,PayPal,3809.47,2023-07-31,Refunded,XYZ,HEAGLRHHKDOC,Stripe
PAY200694,ORD100042,CUST00302,Credit Card,4225.1,2022-01-04,Completed,GBP,DEMM0UEZ19YE,Razorpay
PAY200695,ORD101222,CUST00366,Debit Card,2145.15,2024-08-08,Completed,AED,N2Z2V17TZ63R,Paytm
PAY200696,ORD100896,CUST00380,PayPal,4330.6,2023-03-22,Refunded,AED,XEHTTUWX2BSI,PayPal
PAY200697,ORD100739,CUST00120,UPI,2955.3,2023-10-16,Refunded,SGD,3D0Q0KT6B8UO,PayPal
PAY200698,ORD101387,CUST00042,UPI,1277.48,2022-08-08,Refunded,GBP,SW6D9WIOFNKL,Razorpay
PAY200699,ORD100482,CUST00598,Bank Transfer,954.37,2022-06-16,Failed,GBP,BOS46A908CMQ,Adyen
PAY200700,ORD_GHOST_4,CUST00191,,-323.09,2023-12-11,Failed,GBP,1YJ74Q7SVOQ8,Square
PAY200701,ORD101101,CUST00822,Bank Transfer,2959.7,2022-12-04,Pending,USD,1BB2YAJ1WR89,Razorpay
PAY200702,ORD100604,CUST00413,UPI,572.97,2024-06-27,Refunded,SGD,Y6K7AYLPRSJJ,Paytm
PAY200703,ORD100258,CUST00789,Credit Card,1497.11,2024-10-16,Failed,SGD,TQEAEQ2IFQBK,PayPal
PAY200704,ORD100459,CUST00805,Debit Card,3785.85,2024-08-07,INVALID_STATUS,GBP,4X1UWR6V3CH1,PayPal
PAY200705,ORD100466,CUST00526,Net Banking,4913.93,2024-08-08,Pending,GBP,OUKA4E7YCS1K,Razorpay
PAY200706,ORD100506,CUST00086,Bank Transfer,4079.65,2024-01-02,Refunded,GBP,D2FNC3CII1J0,Razorpay
PAY200707,ORD100725,CUST00391,UPI,4040.02,2024-08-18,Completed,GBP,HEDXFE3JWE46,Adyen
PAY200708,ORD100281,CUST00029,Credit Card,1926.94,2024-09-28,Pending,AED,XH2MECYJXP7X,Razorpay
PAY200709,ORD100748,CUST00836,Bank Transfer,1040.82,2023-06-28,Pending,GBP,1E3DYYWZL0OZ,Square
PAY200710,ORD100563,CUST00872,Debit Card,-4143.8,2023-10-07,Refunded,GBP,TFTZWCD4U4LB,Razorpay
PAY200711,ORD100273,CUST00200,PayPal,1769.32,2024-01-29,Pending,GBP,SY80W5GSM7RB,Paytm
PAY200712,ORD101363,CUST00521,Cash on Delivery,485.75,2024-07-12,Pending,GBP,J2KEGZRRJ2JO,Square
PAY200713,ORD100502,CUST00035,Cash on Delivery,1565.29,2023-08-02,Completed,USD,PNTSEKP8YNNH,Paytm
PAY200714,ORD101215,CUST00234,,3936.53,2025-02-25,Failed,AED,,Paytm
PAY200715,ORD100123,CUST00588,Cash on Delivery,4177.61,2025-06-12,Pending,INR,40QPF8M72ZKE,Paytm
PAY200716,ORD100116,CUST00223,Bank Transfer,701.9,2022-05-01,Pending,SGD,KYV7JJFUMYID,Paytm
PAY200717,ORD101211,CUST00271,UPI,2871.05,2023-06-22,Failed,SGD,Z6ZMQSEQGDZK,Adyen
PAY200718,ORD101349,CUST00821,PayPal,761.45,2022-08-07,Pending,INR,47KAH8OXENQ7,PayPal
PAY200719,ORD100062,CUST00785,UPI,3348.26,2022-03-24,Refunded,GBP,XDFNS88M7Z2T,Square
PAY200720,ORD_GHOST_2,CUST00039,Bank Transfer,-2410.3,2023-08-21,Failed,SGD,M2798P7PRJHH,Adyen
PAY200721,ORD100542,CUST00223,Cash on Delivery,4557.74,2023-04-15,Refunded,INR,0EP8V1UC8EAN,Paytm
PAY200722,ORD100903,CUST00775,Debit Card,867.41,2023-06-12,Failed,SGD,N5XN23HRNMI8,PayPal
PAY200723,ORD100371,CUST00005,Debit Card,2823.56,2025-02-19,Completed,SGD,QB39BW4Q46DE,Paytm
PAY200724,ORD100394,CUST00282,PayPal,4709.64,2023-09-30,Failed,USD,61YQ6NX6AFTA,Square
PAY200725,ORD100120,CUST00484,PayPal,796.18,2022-02-26,Refunded,USD,57EV1KGVXLOB,Razorpay
PAY200726,ORD100429,CUST00078,Cash on Delivery,4073.66,2025-06-25,INVALID_STATUS,XYZ,EM2BGA7SCPAV,Stripe
PAY200727,ORD100952,CUST00345,Credit Card,108.35,2023-07-27,Pending,USD,BSTRMZRMT8AM,Stripe
PAY200728,ORD100621,CUST00344,,263.32,2025-06-20,Refunded,INR,6OWYEGPMTE1E,PayPal
PAY200729,ORD100462,CUST00667,Credit Card,2789.54,2023-10-26,Failed,AED,FRNX7VHUKP58,Paytm
PAY200730,ORD100919,CUST00263,PayPal,-4844.83,2024-06-23,Refunded,SGD,S4768TQW8DO3,Paytm
PAY200731,ORD100937,CUST00657,UPI,798.62,2024-05-28,Completed,SGD,QIUT6HRCFU5D,Adyen
PAY200732,ORD100544,CUST00365,PayPal,3395.15,2025-05-08,Pending,GBP,99PAPKRVOCSQ,Paytm
PAY200733,ORD101187,CUST00183,Debit Card,4929.46,2025-04-22,Completed,INR,Y8F881EN699F,Razorpay
PAY200734,ORD100009,CUST00028,Net Banking,2785.2,2023-12-01,Failed,SGD,EIZG1NAT0A57,Square
PAY200735,ORD100435,CUST00418,Bank Transfer,3284.15,2022-04-05,Pending,USD,H6C6IWMGVL0T,Square
PAY200736,ORD101391,CUST00617,Cash on Delivery,4989.93,2024-06-27,Refunded,USD,02PAJN32IQ92,Adyen
PAY200737,ORD101210,CUST00082,UPI,3661.38,2024-09-26,Failed,INR,NPXW4NSZP566,Adyen
PAY200738,ORD101003,CUST00820,Bank Transfer,1540.2,2022-01-13,Failed,GBP,94PEF10LJRNI,Stripe
PAY200739,ORD100513,CUST00112,PayPal,3642.68,2025-05-22,Refunded,INR,PZYGWEZUV263,Razorpay
PAY200740,ORD_GHOST_1,CUST00322,Credit Card,-2837.78,2022-02-18,Refunded,USD,H8XAZ8J2P7RN,Adyen
PAY200741,ORD100544,CUST00114,Bank Transfer,3683.74,2024-08-09,Refunded,AED,ALT4U6O3LPO7,Adyen
PAY200742,ORD100921,CUST00770,,4082.21,2024-02-02,Refunded,AED,N5ROUES0MXVL,PayPal
PAY200743,ORD100378,CUST00073,UPI,2480.51,2022-05-08,Refunded,SGD,EURFM0FACZNB,Square
PAY200744,ORD100348,CUST00610,Cash on Delivery,4143.0,2024-08-15,Pending,SGD,PYBNRK4PVI2D,Razorpay
PAY200745,ORD100113,CUST00199,PayPal,490.36,2023-01-24,Pending,INR,36DE5JAMSLSL,Razorpay
PAY200746,ORD100592,CUST00365,Credit Card,809.72,2024-03-15,Failed,USD,JOQJQ8HCQUTX,Paytm
PAY200747,ORD100182,CUST00673,Net Banking,1245.6,2023-12-16,Refunded,SGD,P5XH4ZUZ0PJQ,Square
PAY200748,ORD100288,CUST00335,Credit Card,4725.53,2024-03-03,INVALID_STATUS,SGD,WUD30E47LQZG,Razorpay
PAY200749,ORD100805,CUST00821,UPI,4432.36,2025-01-04,Pending,AED,SNE8QPU45B3A,Adyen
PAY200750,ORD101012,CUST00833,Bank Transfer,-431.54,2022-04-30,Failed,INR,4G8QDE12WUW6,Adyen
PAY200751,ORD100783,CUST00176,Net Banking,4139.99,2023-07-09,Pending,INR,BOPH2V9MSK0N,PayPal
PAY200752,ORD100492,CUST00690,Credit Card,2715.38,2023-07-21,Pending,USD,XL7VSKY6C5TG,PayPal
PAY200753,ORD100100,CUST00500,Cash on Delivery,1436.1,2022-01-30,Pending,INR,7S4X5VQFJK2D,Square
PAY200754,ORD100024,CUST00480,Debit Card,2446.87,2025-02-15,Pending,GBP,ZI71RWHPMPCE,PayPal
PAY200755,ORD100974,CUST00231,PayPal,1720.89,2023-09-27,Completed,GBP,QD6OD6IH10EJ,Paytm
PAY200756,ORD100104,CUST00853,,737.24,2022-05-22,Completed,USD,,PayPal
PAY200757,ORD100914,CUST00485,Credit Card,985.27,2025-03-03,Pending,SGD,55H7YD9MIZNQ,Stripe
PAY200758,ORD100589,CUST00822,Net Banking,944.76,2022-07-03,Pending,INR,B7OXYVBZ4GJH,PayPal
PAY200759,ORD100594,CUST00258,Bank Transfer,1090.81,2022-11-25,Refunded,XYZ,DFY9ZWQF78OS,PayPal
PAY200760,ORD_GHOST_2,CUST00473,Net Banking,-2567.63,2024-11-04,Failed,AED,DVHTNBBBCPWF,Square
PAY200761,ORD100868,CUST00661,UPI,4788.83,2024-07-02,Failed,AED,NORTLQBK2WHZ,Paytm
PAY200762,ORD100724,CUST00665,Cash on Delivery,3955.31,2024-04-26,Failed,USD,M00LQRL9C9N2,Paytm
PAY200763,ORD100810,CUST00583,Bank Transfer,3389.37,2024-01-06,Failed,SGD,O2A2X17ZQLG4,Adyen
PAY200764,ORD100557,CUST00529,Credit Card,1318.62,2022-10-14,Completed,SGD,F8EDJM7W4HXI,Paytm
PAY200765,ORD100846,CUST00047,Debit Card,1401.43,2023-08-07,Refunded,GBP,HG4BC2FVFA2N,Razorpay
PAY200766,ORD100637,CUST00688,Debit Card,991.45,2022-11-09,Failed,USD,D9Y7U6UA2YY3,Razorpay
PAY200767,ORD101235,CUST00056,PayPal,4609.68,2024-08-16,Pending,GBP,1OYA8PFKPOVY,Razorpay
PAY200768,ORD100883,CUST00701,Bank Transfer,4106.93,2025-03-03,Failed,INR,SS506ALUMWFR,Razorpay
PAY200769,ORD100772,CUST00390,Debit Card,2849.55,2022-10-27,Pending,GBP,Q3RWK3OTZZRB,Adyen
PAY200770,ORD100553,CUST00479,,-925.34,2023-05-09,INVALID_STATUS,AED,ODM7K0NT95OS,Square
PAY200771,ORD100790,CUST00776,Bank Transfer,3707.17,2024-11-30,Refunded,SGD,8JJ6JAI71YWD,Paytm
PAY200772,ORD101273,CUST00725,Debit Card,1653.85,2022-06-27,Failed,GBP,BUTZIDIAO0JP,Stripe
PAY200773,ORD100276,CUST00661,Net Banking,4171.27,2023-02-21,Refunded,SGD,8I8TA15F2CHS,PayPal
PAY200774,ORD100369,CUST00032,Debit Card,79.22,2022-11-10,Completed,GBP,FCH3O1HC1VGG,Stripe
PAY200775,ORD100375,CUST00251,Net Banking,654.86,2025-05-03,Refunded,INR,BEWV68D1RL6Z,Stripe
PAY200776,ORD100015,CUST00716,Bank Transfer,78.23,2022-08-04,Completed,AED,NM8H174TJH56,Paytm
PAY200777,ORD100232,CUST00382,UPI,4570.07,2023-10-03,Refunded,GBP,PEQW6YQEF864,Stripe
PAY200778,ORD100095,CUST00639,Credit Card,1225.21,2024-11-30,Pending,GBP,WUE4GNYA55HJ,Stripe
PAY200779,ORD101118,CUST00240,Debit Card,737.22,2023-12-19,Refunded,AED,FF55DEPU0F80,Razorpay
PAY200780,ORD_GHOST_14,CUST00396,Credit Card,-2495.83,2022-02-24,Completed,AED,QD29Q3T08ALL,Square
PAY200781,ORD100813,CUST00896,Net Banking,1320.12,2022-12-13,Refunded,INR,2GBUDY7MXA8A,Razorpay
PAY200782,ORD100158,CUST00623,Credit Card,2633.43,2022-06-02,Failed,USD,Q2AJLTORC2SP,Square
PAY200783,ORD101007,CUST00051,Bank Transfer,3682.49,2025-02-19,Pending,USD,XOX3MSLZARFG,Adyen
PAY200784,ORD101218,CUST00454,,1249.75,2022-10-09,Pending,SGD,A4TIAD1CGA64,Square
PAY200785,ORD100063,CUST00075,Credit Card,4434.69,2025-05-06,Failed,USD,GBLCQZJ82ZQY,PayPal
PAY200786,ORD101107,CUST00361,PayPal,4698.84,2024-06-19,Refunded,SGD,U8WD62JC0VLK,Adyen
PAY200787,ORD100164,CUST00253,Credit Card,2734.92,2024-12-03,Completed,USD,D143MO2OP6VM,PayPal
PAY200788,ORD101156,CUST00409,Net Banking,3702.08,2022-07-17,Completed,SGD,FDPL7R81B5XT,PayPal
PAY200789,ORD100716,CUST00236,Cash on Delivery,1561.4,2024-10-30,Pending,AED,QE50C7WXGJUR,Razorpay
PAY200790,ORD100738,CUST00726,Net Banking,-2535.05,2022-12-24,Pending,SGD,V8H0Z6WF6B3I,Square
PAY200791,ORD100821,CUST00682,Cash on Delivery,2147.26,2025-05-26,Failed,AED,KKEQVI0OYEIC,Adyen
PAY200792,ORD101132,CUST00427,Debit Card,3324.49,2024-04-09,INVALID_STATUS,XYZ,I953467WCDPI,Stripe
PAY200793,ORD100238,CUST00269,Credit Card,3471.22,2022-09-30,Failed,AED,YJYM9OO2TP5H,Paytm
PAY200794,ORD100065,CUST00291,UPI,1415.89,2024-01-16,Completed,GBP,H57DDM6J9LXG,Stripe
PAY200795,ORD101293,CUST00568,Debit Card,2680.82,2023-09-05,Failed,AED,IDNFE9O1XGJN,Razorpay
PAY200796,ORD101201,CUST00611,Debit Card,4398.29,2024-06-24,Failed,AED,0LXWTR1UEIAQ,Stripe
PAY200797,ORD100534,CUST00378,Cash on Delivery,4908.78,2022-06-04,Pending,GBP,RU76B83UJ09A,Square
PAY200798,ORD100187,CUST00144,,1292.42,2023-09-07,Refunded,SGD,,Square
PAY200799,ORD100797,CUST00117,Cash on Delivery,3640.7,2024-02-13,Refunded,INR,06V5F4C6VZBM,Paytm
PAY200800,ORD_GHOST_1,CUST00870,Credit Card,-3875.08,2024-06-15,Failed,SGD,ADFA0GOAJB6R,Square
PAY200801,ORD101271,CUST00555,Debit Card,2107.34,2024-11-13,Pending,USD,7COC0WKN4W1W,Adyen
PAY200802,ORD100927,CUST00518,Credit Card,4381.73,2022-12-02,Completed,USD,KKJJAR4GZTPZ,PayPal
PAY200803,ORD101185,CUST00378,Bank Transfer,889.8,2023-10-22,Failed,AED,9XZH1R1SVBLR,Paytm
PAY200804,ORD101351,CUST00841,Cash on Delivery,3024.05,2024-12-30,Pending,AED,PALWBVV0TL13,Razorpay
PAY200805,ORD101166,CUST00058,Cash on Delivery,4877.44,2023-11-30,Refunded,USD,5T1WW8PAWHLQ,Paytm
PAY200806,ORD100035,CUST00498,Cash on Delivery,1666.93,2022-06-17,Pending,USD,CSEFELX6S5EJ,Square
PAY200807,ORD100600,CUST00063,Bank Transfer,2533.46,2025-05-27,Pending,GBP,OIFJI118L30P,Adyen
PAY200808,ORD100742,CUST00793,Debit Card,3881.64,2024-07-28,Refunded,GBP,U0000LG7703P,Square
PAY200809,ORD101311,CUST00053,Cash on Delivery,457.34,2024-10-04,Failed,INR,44VWGJY4P5HW,Paytm
PAY200810,ORD100521,CUST00695,PayPal,-4373.45,2025-02-28,Completed,INR,CISJPCJDUCEF,Square
PAY200811,ORD100655,CUST00482,Cash on Delivery,4450.27,2023-03-30,Failed,USD,ZH75NIFKCEPG,PayPal
PAY200812,ORD100121,CUST00524,,1803.13,2022-02-15,Pending,INR,JOCVSGFGNMV3,Adyen
PAY200813,ORD100447,CUST00709,Credit Card,2562.56,2023-08-11,Completed,AED,D5N9H32ISNKT,PayPal
PAY200814,ORD100511,CUST00430,Credit Card,3280.82,2024-05-30,INVALID_STATUS,USD,W7DQTBF6BIO0,Adyen
PAY200815,ORD100846,CUST00511,Net Banking,4700.74,2024-08-07,Pending,AED,M8NMKWCJ8DL4,PayPal
PAY200816,ORD100413,CUST00367,Credit Card,3869.01,2022-08-16,Completed,INR,NHLH3T0EYG8C,PayPal
PAY200817,ORD101390,CUST00764,Bank Transfer,4917.82,2023-09-30,Failed,GBP,0BANAE2APZL9,Adyen
PAY200818,ORD100608,CUST00314,Net Banking,4084.08,2024-09-04,Pending,USD,76PK90JEZ4UI,Razorpay
PAY200819,ORD101194,CUST00289,UPI,315.72,2025-03-06,Refunded,INR,MYF01NWQ1FTT,Square
PAY200820,ORD_GHOST_12,CUST00573,PayPal,-3032.8,2022-06-23,Failed,SGD,MCYMU0ZJ4O99,Paytm
PAY200821,ORD100514,CUST00786,Cash on Delivery,1641.08,2023-05-03,Completed,USD,J8G5950NTLRA,Stripe
PAY200822,ORD101028,CUST00603,PayPal,2376.13,2024-09-26,Failed,USD,EYN70W1PFXMB,Razorpay
PAY200823,ORD101031,CUST00715,Bank Transfer,187.9,2023-09-27,Completed,AED,RZ3RJ4BIOHK0,Square
PAY200824,ORD101265,CUST00131,Net Banking,4019.36,2022-06-29,Failed,GBP,R4RKGS75511R,Square
PAY200825,ORD100693,CUST00093,Net Banking,4799.39,2022-04-17,Refunded,XYZ,7CMQYNOO4O96,Stripe
PAY200826,ORD101158,CUST00246,,2131.86,2023-05-05,Failed,AED,XM5LZE6HVOGE,PayPal
PAY200827,ORD100152,CUST00524,PayPal,785.52,2024-03-19,Refunded,USD,VCFZ6Q0L4ZNR,PayPal
PAY200828,ORD101076,CUST00494,Bank Transfer,2876.79,2024-11-05,Refunded,INR,DPIMRBZN59GM,Square
PAY200829,ORD100160,CUST00433,Credit Card,1289.68,2023-04-27,Completed,INR,RO71DO91D35I,Adyen
PAY200830,ORD101334,CUST00018,Bank Transfer,-4192.43,2024-01-14,Failed,INR,3A2GAGPH0RNW,PayPal
PAY200831,ORD100340,CUST00785,Cash on Delivery,3059.53,2023-09-26,Completed,USD,254ZH0QA1LSZ,PayPal
PAY200832,ORD100780,CUST00212,Debit Card,3753.34,2023-10-28,Pending,GBP,4CUYF84TYP3Z,Square
PAY200833,ORD100674,CUST00518,Debit Card,3347.67,2024-04-25,Completed,SGD,M785ZD7SCRV3,Razorpay
PAY200834,ORD101305,CUST00401,Debit Card,2148.3,2024-03-16,Refunded,SGD,KGCIO4UKAHYV,Adyen
PAY200835,ORD100354,CUST00684,Credit Card,3336.9,2023-07-24,Pending,AED,NMYXDHZ0EY8L,Paytm
PAY200836,ORD100200,CUST00597,Cash on Delivery,3175.23,2022-04-08,INVALID_STATUS,USD,NSTQCZ1LK4KT,Stripe
PAY200837,ORD101025,CUST00365,PayPal,841.87,2025-05-12,Pending,SGD,SGAZLJQRJDOD,PayPal
PAY200838,ORD100902,CUST00424,PayPal,4203.77,2022-10-09,Pending,INR,Z2N4XXZU368U,Square
PAY200839,ORD100539,CUST00595,Bank Transfer,3904.55,2023-01-24,Failed,GBP,Q495C57TPWA0,Stripe
PAY200840,ORD_GHOST_11,CUST00597,,-4261.54,2024-01-23,Failed,AED,,Stripe
PAY200841,ORD101186,CUST00799,Bank Transfer,1459.65,2022-11-12,Refunded,USD,OD1YOZRB7EYB,Razorpay
PAY200842,ORD101298,CUST00730,Credit Card,1112.59,2025-01-29,Completed,INR,A6WOR9P7HPKJ,Razorpay
PAY200843,ORD100768,CUST00371,Net Banking,2131.61,2022-01-02,Completed,SGD,WAO4RK5GORLO,Paytm
PAY200844,ORD100412,CUST00616,UPI,1257.74,2024-03-14,Completed,SGD,89JPTT0IX1SS,Square
PAY200845,ORD100255,CUST00060,Debit Card,4256.68,2023-11-08,Completed,INR,82P5EJRSBBLB,Stripe
PAY200846,ORD100185,CUST00799,Cash on Delivery,1504.71,2022-09-08,Failed,SGD,21AA6Y87QS7J,Paytm
PAY200847,ORD100474,CUST00646,UPI,1579.7,2024-10-13,Pending,AED,1IU8TJHULURS,Razorpay
PAY200848,ORD100223,CUST00206,UPI,4797.33,2023-12-19,Pending,SGD,WXZMCD6XHMK0,Square
PAY200849,ORD100601,CUST00171,Credit Card,3326.07,2023-08-02,Pending,GBP,UW0V0I1ITQPQ,Paytm
PAY200850,ORD100074,CUST00648,Cash on Delivery,-1966.85,2022-12-05,Failed,USD,623AHW9TTKYX,Stripe
PAY200851,ORD101081,CUST00103,Debit Card,2577.14,2024-04-14,Pending,SGD,XW53ZG1IGAE7,Square
PAY200852,ORD100163,CUST00565,Debit Card,1662.23,2023-04-01,Completed,USD,3SCPQ4RV923U,Square
PAY200853,ORD100276,CUST00782,Credit Card,215.18,2023-04-12,Pending,SGD,89LPBS1GYAPN,Paytm
PAY200854,ORD101085,CUST00494,,598.28,2022-12-14,Refunded,INR,NM5C7K4RJNYL,Razorpay
PAY200855,ORD100926,CUST00365,Net Banking,3839.31,2023-12-29,Failed,GBP,Y8SF4FP4V8Z3,PayPal
PAY200856,ORD100213,CUST00781,UPI,4631.18,2022-08-18,Refunded,AED,62TMLP0RBNX1,Square
PAY200857,ORD100018,CUST00624,Bank Transfer,2745.75,2024-10-29,Pending,USD,4IPZGRSPIW06,Paytm
PAY200858,ORD100415,CUST00705,Cash on Delivery,1243.17,2023-02-28,INVALID_STATUS,XYZ,K8MKLBC55047,Adyen
PAY200859,ORD100273,CUST00413,Credit Card,1002.27,2025-01-18,Pending,INR,8906QNX0OF7S,Adyen
PAY200860,ORD_GHOST_6,CUST00594,Net Banking,-4680.85,2023-05-29,Refunded,INR,89WAYM9Q11ZO,Stripe
PAY200861,ORD101168,CUST00889,Cash on Delivery,986.59,2022-09-09,Pending,INR,08D287ZF1A79,Paytm
PAY200862,ORD100379,CUST00357,UPI,1241.23,2025-04-02,Completed,SGD,MMK4WL656D1B,Razorpay
PAY200863,ORD100710,CUST00412,Debit Card,1162.06,2023-02-20,Pending,AED,RLKWLQ3TNPP2,Square
PAY200864,ORD100894,CUST00670,Debit Card,739.44,2023-02-03,Failed,USD,SGT6LKWKNYS5,Square
PAY200865,ORD100358,CUST00216,Cash on Delivery,150.41,2022-12-15,Failed,SGD,PS2XO7XOCHAT,Paytm
PAY200866,ORD100085,CUST00106,Debit Card,2371.99,2024-03-18,Completed,INR,8ZOVS32YKCD3,Razorpay
PAY200867,ORD100520,CUST00874,Cash on Delivery,3277.39,2023-04-01,Completed,INR,7C8DO1P98SNL,Stripe
PAY200868,ORD100594,CUST00769,,63.17,2023-11-10,Refunded,INR,FUC4WSSCN9OB,Adyen
PAY200869,ORD100123,CUST00188,UPI,4338.21,2022-01-13,Refunded,SGD,ADJXH3W6Z6EL,Stripe
PAY200870,ORD100048,CUST00427,PayPal,-1974.86,2024-10-03,Failed,GBP,95H36PCGYFHS,Razorpay
PAY200871,ORD100709,CUST00273,Net Banking,3725.55,2022-01-29,Completed,USD,XAQGSAIX9W04,Paytm
PAY200872,ORD100910,CUST00097,Debit Card,1300.28,2023-11-27,Pending,INR,1RCQ1M0CU2TF,Square
PAY200873,ORD100364,CUST00161,PayPal,78.64,2023-01-04,Completed,GBP,2GS4YE45TE3P,Paytm
PAY200874,ORD100340,CUST00343,Cash on Delivery,4826.06,2023-11-02,Completed,AED,09E0VIVII81N,Adyen
PAY200875,ORD100344,CUST00499,Cash on Delivery,1290.48,2024-03-24,Pending,INR,USKB6884ROJV,Square
PAY200876,ORD100544,CUST00159,Cash on Delivery,4222.73,2025-02-25,Failed,SGD,AIAOJDUX3VBL,Stripe
PAY200877,ORD100681,CUST00059,Bank Transfer,3782.05,2023-07-12,Refunded,USD,MALU6QGCBJJU,Razorpay
PAY200878,ORD101163,CUST00110,Credit Card,3474.48,2024-08-23,Refunded,GBP,4AHJOYSJ8OYR,Razorpay
PAY200879,ORD100980,CUST00301,Net Banking,3914.63,2025-05-11,Refunded,AED,8PHNCK5QDADA,Paytm
PAY200880,ORD_GHOST_8,CUST00609,UPI,-1092.99,2022-11-12,INVALID_STATUS,SGD,YVKLU1EAO1L9,PayPal
PAY200881,ORD100271,CUST00707,PayPal,4594.25,2024-05-07,Failed,SGD,7H0POSQF4TII,Paytm
PAY200882,ORD100548,CUST00161,,3068.58,2024-11-21,Pending,USD,,Square
PAY200883,ORD100958,CUST00243,Credit Card,1486.88,2022-03-03,Completed,GBP,WV4K9JRYX4B1,Square
PAY200884,ORD100081,CUST00590,PayPal,4915.51,2024-07-28,Completed,SGD,L3O4U8IN2BHY,Stripe
PAY200885,ORD100702,CUST00482,PayPal,1067.69,2024-04-02,Completed,USD,S0KDY8LWKHRZ,Razorpay
PAY200886,ORD100213,CUST00702,Net Banking,2539.16,2024-11-02,Refunded,USD,YP7VNSGOLCBT,PayPal
PAY200887,ORD100900,CUST00570,Net Banking,4590.13,2024-05-09,Completed,INR,N3YTC84VE41W,Square
PAY200888,ORD101042,CUST00376,UPI,4563.39,2022-12-04,Completed,SGD,5ATDZYUMNQIZ,PayPal
PAY200889,ORD100439,CUST00467,Credit Card,4501.05,2023-02-21,Failed,GBP,U8A3PWJT7D0A,Stripe
PAY200890,ORD100556,CUST00038,Net Banking,-3932.5,2024-01-27,Completed,INR,I5E0L1Q9RVSF,Adyen
PAY200891,ORD101150,CUST00516,Bank Transfer,3325.53,2023-11-08,Failed,XYZ,QHJ9ZU0F5E47,Paytm
PAY200892,ORD100399,CUST00832,UPI,2084.69,2023-10-21,Refunded,GBP,S44Z78IY664L,Square
PAY200893,ORD100292,CUST00364,Credit Card,3255.42,2025-04-23,Refunded,AED,QUHO1DKIAC7M,Stripe
PAY200894,ORD100095,CUST00301,Net Banking,648.54,2022-07-23,Refunded,AED,QF1ADFQ90QPH,PayPal
PAY200895,ORD100018,CUST00421,Debit Card,4373.06,2023-08-29,Refunded,INR,UVAKSWRZQE54,Paytm
PAY200896,ORD100070,CUST00148,,3704.3,2023-10-01,Completed,AED,X9ULLP5EP3NQ,Square
PAY200897,ORD100322,CUST00670,Net Banking,271.78,2023-02-23,Completed,AED,YDZZB3OCJZ5Q,Stripe
PAY200898,ORD100276,CUST00159,Cash on Delivery,3975.17,2022-04-24,Refunded,AED,POLXL0GF8E59,PayPal
PAY200899,ORD100453,CUST00343,PayPal,1157.13,2022-12-08,Refunded,USD,QXN6I8BLIEN3,Square
PAY200900,ORD_GHOST_12,CUST00670,UPI,-2822.45,2023-08-31,Failed,GBP,EDEP9MNRN8WN,Square
PAY200901,ORD100816,CUST00545,UPI,2488.92,2023-07-01,Completed,INR,1MYU4ZVX7LOF,Paytm
PAY200902,ORD100504,CUST00322,Net Banking,2182.88,2022-03-13,INVALID_STATUS,GBP,XCD285Q8CVRS,Square
PAY200903,ORD100685,CUST00224,Net Banking,381.24,2022-12-20,Pending,GBP,1J5TAC9PFHJ1,Paytm
PAY200904,ORD100567,CUST00700,Debit Card,1914.7,2023-10-18,Refunded,GBP,I3EYJ5Q0S9AJ,Adyen
PAY200905,ORD100221,CUST00172,Credit Card,2935.15,2024-06-25,Failed,USD,1U5XI18T1500,Stripe
PAY200906,ORD100278,CUST00412,Cash on Delivery,2600.87,2024-09-25,Pending,USD,0SAS3VA46STJ,Razorpay
PAY200907,ORD100443,CUST00290,UPI,3576.37,2022-02-21,Completed,SGD,4EZBN8H8S3P2,Square
PAY200908,ORD100077,CUST00650,Cash on Delivery,962.67,2022-08-05,Pending,USD,DZUP68C65683,PayPal
PAY200909,ORD100295,CUST00518,PayPal,618.02,2023-12-12,Pending,AED,1B3JSU4VYLCG,Stripe
